x,y,a1g_c center,a1g_c height,a1g_c width,a1g_c confidence,a1g_d center,a1g_d height,a1g_d width,a1g_d confidence,eg center,eg height,eg width,eg confidence
0,0,597.88396703087,1.0404518026422827,68.31892354324447,1.0,537.6911557376056,3.0427092136250797,63.00996489851377,1.0,475.3095850095999,2.8510887214852914,65.0,1.0
1,0,0.0,0.0,0.0,0.0,539.7768615955704,1.3597179403043793,67.59549726436967,1.0,475.02213833398457,3.5291926224690697,65.0,1.0
2,0,598.7467744862573,1.5750813922910276,48.18992987883027,1.0,537.3063196855256,2.9423369341971535,74.93232312775783,1.0,0.0,0.0,0.0,0.0
3,0,596.355760478206,1.8839577895714765,60.61485691386026,1.0,541.0165597053325,1.5216291417700711,49.58876270841343,1.0,470.2038492165871,4.808742630048362,65.0,1.0
4,0,604.989564081377,0.9973512980496896,52.5200105117043,1.0,0.0,0.0,0.0,0.0,469.8423117859026,2.390790253655026,62.91366491220944,1.0
5,0,602.7729611873364,0.5410599532675807,59.694406800035686,0.88,540.0531960372404,1.4465441775614238,73.29298365472445,1.0,483.1678741946042,2.76080527730847,44.93930482000221,1.0
6,0,594.80243806034,0.2864702964498026,59.10967878671585,1.0,0.0,0.0,0.0,0.0,472.2326827395292,5.338977247553724,65.0,1.0
7,0,596.6250905090807,0.9861065186587518,40.90600951400621,0.4,0.0,0.0,0.0,0.0,481.87282080941003,4.724176381232652,58.14643270886911,1.0
8,0,0.0,0.0,0.0,0.0,536.7624930853502,1.4031587675052914,62.60013727633594,1.0,476.1988046932979,1.9133250467802434,40.13681975858562,1.0
9,0,601.4645219485589,2.333297651954772,52.863239680360486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,603.5017993939204,3.2628756976383553,65.88076337034006,1.0,543.6561531448682,5.200315222641341,75.0,1.0,481.2069601443992,3.0117336754971897,58.32663919183724,1.0
11,0,598.0777585209954,2.286434219141815,45.164449127346856,1.0,541.0470035686467,4.020832329056539,68.9600314019752,1.0,478.77814349723644,3.296643372277316,60.95620366694112,1.0
12,0,596.2923173052767,4.272237590599532,75.0,1.0,541.382062873635,1.530422186973728,70.0069853411792,1.0,477.25286580670036,1.221184923465798,51.72512710831289,1.0
13,0,598.0882323110375,3.22926330533855,66.0666228244175,1.0,536.3327533394659,2.307348300376495,54.877442533928686,1.0,0.0,0.0,0.0,0.0
14,0,595.2006962211537,2.4011543498878027,53.59806559259329,1.0,541.3721086465,1.8962239944805166,75.0,1.0,482.53974787292253,2.1345996315081512,57.09871301132947,1.0
15,0,603.0908758852784,1.214553429562486,39.07524469164595,1.0,0.0,0.0,0.0,0.0,475.524799118844,2.726490882088091,47.818276875809104,1.0
16,0,599.68621072897,1.3254083192315338,50.801932780827926,1.0,538.1013378347338,1.7728437123549439,66.47714911789791,1.0,0.0,0.0,0.0,0.0
17,0,596.8459989278128,2.280219513044899,60.29416528032192,1.0,540.0358292833765,1.3745152626483421,72.71594345960439,1.0,0.0,0.0,0.0,0.0
18,0,596.494605488117,0.5363772528459939,71.98221705773585,0.88,535.8215148046248,1.3475206781931557,74.94698356814669,0.34,477.55487071478944,1.9294942832834254,61.6370482615487,1.0
19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.225020689249,3.7868196658964495,65.0,1.0
20,0,591.0026738127478,3.5567645494462448,75.0,1.0,535.0398615186346,0.7020985263625455,64.90818044189888,1.0,0.0,0.0,0.0,0.0
21,0,600.1886833748158,1.2819518945045125,52.298241778629034,1.0,540.0919047338546,2.55092951298086,45.478526084600475,1.0,475.01074641195567,3.75999938011171,65.0,1.0
