x,y,a1g_c center,a1g_c height,a1g_c width,a1g_c confidence,a1g_d center,a1g_d height,a1g_d width,a1g_d confidence,eg center,eg height,eg width,eg confidence
0,0,0.0,0.0,0.0,0.0,533.4056391537374,1.172475222458528,61.790845310196254,1.0,471.6639558065701,2.954990701163944,65.0,1.0
1,0,601.2809029507011,2.3896002468787745,75.0,1.0,541.545325439646,1.0554158589836165,68.9600314019752,1.0,476.414043189369,1.3400385721685604,50.54924459838771,1.0
2,0,600.4721433068635,0.9715837849553831,74.27655235737926,1.0,0.0,0.0,0.0,0.0,475.6193868684158,0.6989236828093689,25.510982025648595,1.0
3,0,596.1974271640117,1.0940686950961618,35.0,1.0,549.3913831874049,2.6994279404308377,70.53715529302185,1.0,485.861157301665,0.5572016451331702,63.519103621193565,0.92
4,0,598.1802080715643,0.8798189773321051,58.73509910814907,0.6,0.0,0.0,0.0,0.0,479.2564486813392,2.3852417723249024,56.545156442316795,1.0
5,0,0.0,0.0,0.0,0.0,546.77050695943,2.543522479391462,71.9352203846966,1.0,488.3889329900256,0.7456620107681204,41.165262484334264,0.46
6,0,0.0,0.0,0.0,0.0,547.2116849245072,1.0252644698660445,70.25063442389981,0.56,487.96369476079064,2.7766927437375535,52.61163093041296,1.0
7,0,601.2096010588732,1.1047816555976004,63.39170603875523,1.0,541.4614584279025,2.5119713037420692,64.67380962327029,1.0,483.9296255032119,2.0653247032660444,58.40281949728482,1.0
8,0,0.0,0.0,0.0,0.0,538.2254031034313,1.7581196441551616,54.69041761897195,1.0,472.4488460208318,1.876189302556247,65.0,1.0
9,0,591.183698677479,2.712001473788115,51.29204851420419,1.0,544.622178688567,1.3312409658685629,72.24777218189654,1.0,0.0,0.0,0.0,0.0
10,0,0.0,0.0,0.0,0.0,535.4129928484044,1.3791090722416262,74.94698356814669,0.82,477.1318579514023,3.103792219834581,60.024435481988895,1.0
11,0,598.7957802376399,2.178215631632876,74.20618428697686,1.0,542.9791666870751,0.4453420613103728,63.131226668355424,0.66,0.0,0.0,0.0,0.0
12,0,598.3520875502464,3.486858219324723,75.0,1.0,541.2383464465254,2.9976835336062595,75.0,1.0,0.0,0.0,0.0,0.0
13,0,592.3806077225961,1.733885757476607,61.77829846159577,1.0,540.5602050209291,3.482890187250572,75.0,1.0,483.1782729532343,1.0983440664055255,52.334473545920105,1.0
14,0,603.4314644367681,1.9771202761638595,60.247462389776345,1.0,537.7471099456315,0.9311472084717907,62.623564214806684,0.62,472.2701773957404,0.8350011751419097,43.27502560890099,1.0
15,0,603.2738098195122,3.466105824966489,61.25896090438361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,600.6339597389464,0.9927115872415287,57.11479995180148,1.0,0.0,0.0,0.0,0.0,472.22332676212693,1.1543037245283951,54.442630396843406,1.0
17,0,595.8775170433435,0.5982342769728535,72.99440019409052,1.0,0.0,0.0,0.0,0.0,472.7012311150382,3.187240964957365,65.0,1.0
18,0,600.9621251483346,1.3781948851871626,73.54414601173623,1.0,536.5001652716651,1.2595592862019698,48.33198685369837,1.0,0.0,0.0,0.0,0.0
19,0,593.8932109996379,0.59257711330264,53.84002313238923,0.96,0.0,0.0,0.0,0.0,473.5457577643243,3.1180466062841723,51.750111907553645,1.0
20,0,594.2053509460617,0.5828316648889176,68.43760685559597,1.0,0.0,0.0,0.0,0.0,478.1365439321123,1.6145382096330978,60.90444424592613,1.0
21,0,0.0,0.0,0.0,0.0,541.1815575186051,2.5874155186793817,69.5505379016331,1.0,0.0,0.0,0.0,0.0
22,0,598.4071953977348,0.44127996159269023,69.3662688815202,1.0,537.9616726739902,0.7199743415942271,57.84836250430531,1.0,475.06172395296386,0.6371412471853531,29.371514549173018,1.0
23,0,0.0,0.0,0.0,0.0,542.0063860022934,0.7896866080398799,70.63604651936177,1.0,482.1534270767633,3.2820835695923765,39.42524623451866,1.0
24,0,598.9343216412916,6.60515335512924,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,600.03940089316,1.4281188713799968,62.07514007345835,0.46,534.3166375593364,0.7732418089786964,64.68574343977203,1.0,476.3502932507581,1.546022882832598,28.59809663040622,0.44
26,0,592.5491821477289,1.3338334079137786,57.232236544140015,1.0,548.5580105572973,2.8045988007615312,70.44708723689737,1.0,483.80806522847513,1.0913931588628498,47.465026949345024,1.0
27,0,605.7140547989293,3.2876431879484147,60.5109494164039,1.0,536.4034191031715,1.435044977116635,66.35931076662503,0.72,474.78682786507085,1.85511772384887,55.99376818722603,1.0
28,0,596.8228320270084,2.675163443958796,57.81185770641857,1.0,539.9263951415255,0.8671289464011863,75.0,1.0,0.0,0.0,0.0,0.0
29,0,0.0,0.0,0.0,0.0,536.5765707680698,2.559522839536628,56.393826706200954,1.0,480.3130114442153,3.3324230742072625,63.511149661127426,1.0
0,1,596.0313646825792,2.1130804923607065,58.53430189050476,1.0,543.5721236816544,2.873824431107559,73.19545364023722,1.0,0.0,0.0,0.0,0.0
1,1,597.6031796648616,2.1586333506916313,49.355557771061726,1.0,542.9297049700317,0.8127004678347605,73.8044988083781,1.0,0.0,0.0,0.0,0.0
