x,y,a1g_c center,a1g_c height,a1g_c width,a1g_c confidence,a1g_d center,a1g_d height,a1g_d width,a1g_d confidence,eg center,eg height,eg width,eg confidence
0,0,600.3380372654548,6.599975848833303,75.0,1.0,547.4678500784958,3.0752762704502734,75.0,1.0,482.64111248720064,1.7330978021571646,47.59316476027638,1.0
1,0,601.7538525321178,5.700326966049183,73.21123554486147,1.0,543.551990049535,1.5631399821352365,68.02034682148565,1.0,0.0,0.0,0.0,0.0
2,0,602.3439065475281,1.8062347777556789,53.60528685721458,1.0,533.0001866516673,3.1199198796436454,56.253458668099555,1.0,477.7584874692318,5.698554961209845,62.7160349464192,1.0
3,0,598.0959327781089,3.3869648968792174,70.81870300316935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,596.164268398822,1.302781979394002,45.81568015822486,0.46,539.3464468221036,2.7450355758781755,75.0,1.0,476.926918669281,1.6275903076221812,44.7513865579914,1.0
5,0,600.7158559712052,1.5703763104345945,63.50190185346485,1.0,0.0,0.0,0.0,0.0,474.2534945828839,3.164909782980561,65.0,1.0
6,0,601.1177849210171,1.2499002020600942,75.0,1.0,0.0,0.0,0.0,0.0,471.7983924142227,1.2147164526163454,35.94108127162352,1.0
7,0,594.30365790988,4.641245788047594,69.88427565995474,1.0,538.4189649946311,0.7832450508255087,75.0,1.0,0.0,0.0,0.0,0.0
8,0,605.6799385400423,1.6415825069561274,75.0,1.0,0.0,0.0,0.0,0.0,472.1812256172717,1.8471101137854944,54.29046706126029,1.0
9,0,602.0009500731526,1.717272787746025,73.65499460373228,1.0,533.9510963333521,0.7091057979122257,72.71594345960439,1.0,0.0,0.0,0.0,0.0
10,0,606.7514641336994,1.3586023844645403,67.9818722345241,1.0,539.3344886424177,0.8531207943640058,68.49125710446866,0.34,0.0,0.0,0.0,0.0
11,0,597.738158476242,3.221292182562824,75.0,1.0,541.998010360284,5.78588106656505,75.0,1.0,0.0,0.0,0.0,0.0
12,0,597.4193132871492,1.753392156546437,70.81870300316935,1.0,538.4589779133987,3.180286151778487,75.0,1.0,0.0,0.0,0.0,0.0
13,0,599.9563179189739,4.252579604771522,44.48435062944692,1.0,0.0,0.0,0.0,0.0,473.4867820755265,3.954008896281471,65.0,1.0
14,0,602.4980387005465,4.3105193473529235,51.09905067088782,1.0,0.0,0.0,0.0,0.0,474.2595751684124,1.5989572745287508,48.268470033364835,1.0
15,0,599.9126908313152,4.989794904388429,75.0,1.0,540.1590347128258,1.299916917235281,63.56552752861634,1.0,0.0,0.0,0.0,0.0
16,0,602.3754653217043,3.3324904973999145,52.30451298891958,1.0,537.5757036104725,2.362371419078899,75.0,1.0,0.0,0.0,0.0,0.0
17,0,600.7422256790455,3.2614545926585916,70.41630997715316,1.0,540.5242919324028,2.2257623974200054,54.736556456337844,1.0,474.18209417577555,3.0700761055652532,65.0,1.0
18,0,600.522792886036,5.447785201659466,72.65134825517829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,599.4853633053327,4.909325935164071,74.87843682430704,1.0,541.613430598175,1.1676111017243254,64.63322834207696,1.0,0.0,0.0,0.0,0.0
20,0,600.1239317574139,0.7037049670128174,65.9025703286833,0.88,0.0,0.0,0.0,0.0,480.13307640091506,2.1675751665548613,52.920733951279864,1.0
21,0,593.1771800953901,1.4009476853210632,70.73626608814203,1.0,541.8289941179082,2.4264353396828464,75.0,1.0,475.3577138381743,2.5170720914622815,65.0,1.0
22,0,594.1284132388873,4.612804545139736,67.7038143501826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0,600.384971039344,1.5173663164650513,75.0,1.0,538.2328922734939,1.2721546315542507,74.39664927655053,1.0,0.0,0.0,0.0,0.0
24,0,605.1889018847819,4.273389853273682,46.95620497214191,1.0,0.0,0.0,0.0,0.0,489.91983334511707,4.290230012291028,37.40136210669654,0.62
25,0,600.9793252614099,0.7913597063357427,52.877248991076485,1.0,0.0,0.0,0.0,0.0,472.9983553128162,1.3813401120805104,39.97434155880495,1.0
26,0,595.7368298053752,3.454330405528335,66.72825891315695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,601.0267697782009,5.809250325166919,74.05008457154301,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,605.7921194673995,3.4770567843649407,75.0,1.0,538.3520103796166,0.40359075389136806,66.09590754831608,0.66,475.38172630277097,1.2827626905030236,42.85176158585642,0.38
29,0,603.0194341626942,1.9919922935325383,75.0,1.0,540.1331950401914,1.3892769272158878,75.0,0.34,476.77693742300426,2.642845322449067,59.04802834601516,1.0
0,1,599.8626289105525,1.6152472723396152,75.0,1.0,540.7117173322043,3.0303396910404707,75.0,1.0,479.946022411119,0.9946008120896218,64.61434340096991,1.0
1,1,599.1717842455513,0.7791864937551952,70.81870300316935,1.0,539.2228250024651,0.5939894444537932,68.8846091946286,1.0,476.8789435644701,1.3335123392624764,60.66983672149409,1.0
2,1,602.5519306899208,8.07381772170446,75.0,1.0,544.2237917917869,1.8493353170964524,75.0,1.0,0.0,0.0,0.0,0.0
3,1,601.5659917336759,1.457039914978161,55.06755473031933,1.0,541.7067252623508,0.9513599685425566,48.30248857686651,1.0,477.1399728073617,0.6905808409661949,45.54352506930852,1.0
4,1,596.8158903369214,1.3642436908470645,38.695687005046494,1.0,541.2297049115386,2.365307986720022,65.35145267556784,1.0,471.8245031389207,3.047607675172328,51.464482740665076,1.0
