x,y,a1g_c center,a1g_c height,a1g_c width,a1g_c confidence,a1g_d center,a1g_d height,a1g_d width,a1g_d confidence,eg center,eg height,eg width,eg confidence
0,0,598.6946716710869,1.1070853493835813,55.88805740794572,1.0,542.1595133589957,5.4506701723132736,75.0,1.0,478.2763861192641,0.8039757313391627,61.27535451338624,0.32
1,0,0.0,0.0,0.0,0.0,539.8606538698002,3.6037216857245427,72.89494792527154,1.0,479.4058690675114,1.864468403499029,50.88595617800406,1.0
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.25082984073634,3.9165926414437333,57.755416095839905,1.0
3,0,0.0,0.0,0.0,0.0,535.2416981174358,2.7146695961178775,45.70033320204268,1.0,473.3628560038716,4.864361917513903,65.0,1.0
4,0,600.7172411844654,2.401115632346234,75.0,1.0,0.0,0.0,0.0,0.0,472.85910192864293,1.0631958358247373,45.875329791550584,1.0
5,0,599.0534049049858,3.438260738558885,52.499837845778565,1.0,541.9679881627121,1.4840507687980202,75.0,1.0,0.0,0.0,0.0,0.0
6,0,598.0706707559449,1.313053063892762,72.09686991108488,1.0,543.909268424425,0.8121578425165542,75.0,0.66,0.0,0.0,0.0,0.0
7,0,593.3695228643967,0.9366869583343246,57.61998247624509,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,598.4267624110366,0.8866301479372297,66.5665820904252,1.0,537.9284780990647,0.779456057493195,72.71594345960439,1.0,475.9277584951619,0.7971486366469267,39.88938673842838,1.0
9,0,0.0,0.0,0.0,0.0,544.304259326269,1.160424765974944,62.54681707150657,1.0,476.0194160407298,0.7248348010539274,30.45380375056467,0.38
10,0,602.8098410585759,0.8498126051434759,65.36712581392483,1.0,539.114701762931,0.8411340604296389,65.06858674448566,1.0,474.7539642808991,1.8770310917108712,65.0,1.0
11,0,0.0,0.0,0.0,0.0,539.0723842700071,1.1448161659128073,45.733214947156526,1.0,472.7738612895045,4.869819417539796,65.0,1.0
12,0,603.5471861388017,1.049420300737147,74.84815166445478,1.0,535.7574717600904,1.8356324461181732,70.40650543558347,1.0,472.5744262586443,4.903833364591861,65.0,1.0
13,0,598.3386874190006,0.9915774830996362,75.0,1.0,538.9214785504515,1.5272417701226713,63.629489997369646,1.0,481.50083835127884,0.7608942189510673,54.31274281083033,1.0
14,0,600.3491083693292,2.354559044451039,64.1320686327142,1.0,542.671993196543,3.1555990214024403,63.18010634396615,1.0,474.47358164483165,3.410756758590102,64.9129888460306,1.0
15,0,600.5209005953633,0.907450893619541,67.68277115504826,1.0,0.0,0.0,0.0,0.0,473.0029842918343,0.8207699466768148,51.763899179215656,1.0
16,0,599.5822846337651,4.648633212526812,65.39336527596048,1.0,544.1917524447997,1.4798182462257123,75.0,0.66,485.00437451181244,1.313359124330947,49.39237487644253,0.38
17,0,599.9537292384954,1.8709278158019729,61.01910410207846,0.16,0.0,0.0,0.0,0.0,473.045568584192,2.713840151606373,34.41768997869566,1.0
18,0,601.0366811135333,2.8996226439031334,72.49411853440127,1.0,0.0,0.0,0.0,0.0,472.7862246186155,2.755928001773803,58.11334763177077,1.0
19,0,0.0,0.0,0.0,0.0,535.4276378206084,2.421599087688569,61.83875503356022,1.0,477.9149741694357,3.0046436802123435,57.91062355700374,1.0
20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.67425753464363,2.914611484051744,63.98501801809755,1.0
21,0,598.4309641153485,0.6549299121118943,63.15589223991577,1.0,0.0,0.0,0.0,0.0,474.5155624806238,0.7554836542792508,38.20867717072833,1.0
22,0,596.9993449559605,1.6851334625345522,71.57898268516806,1.0,543.8202815286811,1.018706812069429,65.61921397296291,0.66,0.0,0.0,0.0,0.0
23,0,0.0,0.0,0.0,0.0,537.0763926424162,2.0147924943474416,75.0,1.0,475.63143686149107,1.238919554982083,52.08755406850641,1.0
24,0,600.1663322263043,0.35115792759869946,68.63163330603928,0.88,545.1913713951895,1.4866875390748482,65.06858674448566,1.0,477.00685577805007,1.873397699866696,56.21303704629734,1.0
25,0,600.8919821715989,4.409000932413167,74.8398240506683,1.0,541.2276495100685,4.88665072783044,71.9643435344037,1.0,0.0,0.0,0.0,0.0
26,0,594.6866424910639,0.382324165880222,69.67053065930824,0.32,545.5570765814805,2.6497442123060173,72.10208768222743,1.0,480.9572558856986,1.232399994695388,51.624762867962595,1.0
27,0,0.0,0.0,0.0,0.0,540.7029383057564,0.8249553023044488,69.93581402109457,0.34,480.5028743056137,2.4826189798201224,62.885551571948774,1.0
28,0,602.8361561749545,0.9870699813098742,42.88489435792046,1.0,540.0712483431436,0.6312236472006143,72.42422792614177,0.34,477.28932868421947,0.6430407991284348,34.10052334890755,1.0
29,0,600.1817559515332,0.6882545874683246,67.68277115504826,1.0,0.0,0.0,0.0,0.0,468.5275625134404,0.8530111592667541,38.65337802091994,1.0
0,1,598.4478367572968,0.9783554528294931,70.92508417022412,1.0,541.8968137291916,1.0683171642896163,62.162655691655786,1.0,476.8816290547694,1.48501297909512,65.0,1.0
1,1,598.5813126000259,5.470396280611047,72.49348001356023,1.0,542.4380294555092,0.3149966500730781,56.446890250293684,0.28,0.0,0.0,0.0,0.0
2,1,601.6789836952074,1.5291961852778946,47.975738317503925,0.34,542.1042602646506,1.0750761075123676,63.26155018746785,1.0,0.0,0.0,0.0,0.0
3,1,0.0,0.0,0.0,0.0,537.7397654150859,2.7920122012394026,75.0,1.0,480.227070651032,2.7908896958507983,64.70248608791331,1.0
4,1,598.9587010373115,1.2626969319843164,46.9118969951952,1.0,540.4405739172553,1.3659882285181528,58.34592662821341,1.0,476.9174219411185,3.589287016528657,52.852559112053996,1.0
5,1,600.8353069470094,1.0805343954335824,53.948055960206744,1.0,542.6603591465124,1.1029187413207722,55.205275240411474,1.0,476.8812643452521,0.43738388810888323,63.36108182025118,1.0
6,1,0.0,0.0,0.0,0.0,536.9607520160966,1.6318879166340925,72.71594345960439,1.0,481.5631875351661,3.275053556446759,57.62632611037933,1.0
7,1,598.8222264729188,1.929751225470483,49.43855948362744,1.0,537.8764244972635,2.5855411189829183,58.810784449215106,1.0,473.3666861590299,5.236965075271228,62.019223039334236,1.0
8,1,599.4795790776814,2.8569579921257597,64.4981659375723,1.0,539.649639949007,1.401115441588781,52.936985344637606,1.0,477.95237103835,2.418414954649523,63.15682457842125,1.0
9,1,599.4772064500133,2.0069211995480303,75.0,1.0,535.9795416291412,0.7260999377483931,71.70407587116392,1.0,482.63634006358745,2.2013790560720845,44.43325185863206,1.0
10,1,590.4400474106315,1.126796192191887,68.43883374076991,0.88,0.0,0.0,0.0,0.0,482.480404643679,2.34376210583217,56.312298295031994,1.0
11,1,0.0,0.0,0.0,0.0,542.5514077325006,1.1763380188138692,75.0,1.0,475.29438833968936,4.995204727236083,62.03741478593111,1.0
