x,y,d center,d height,d width,d confidence,g center,g height,g width,g confidence,u1 center,u1 height,u1 width,u1 confidence,u2 center,u2 height,u2 width,u2 confidence,u3 center,u3 height,u3 width,u3 confidence
0,0,1330.8463341713284,11.98226228928458,161.57027052275308,1.0,1601.707925975,4.974773570876749,48.801253439933575,1.0,1175.097995327495,0.9025265076089493,88.23171792737858,0.14,0.0,0.0,0.0,0.0,1565.2820010321636,6.837764483576379,73.24110518532594,1.0
1,0,1331.805441322494,8.008028180124464,161.1551684,1.0,1597.174067617429,5.997023595025951,77.2685381482062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.9519556658877,3.9861554988761694,72.06395601711294,1.0
2,0,1331.7751216777372,10.35223077523558,161.1551684,1.0,1598.4061221092095,6.978201349234503,95.8503190292476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.9757905360175,2.434988708795002,64.36810788191741,0.9
3,0,1333.012733192,12.294275291950957,161.1551684,1.0,1596.296943740831,8.940059491611878,94.66167510431323,1.0,1175.1269304760294,1.3594181275375785,98.53353408,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,1331.2220187562425,7.169857756039275,161.1551684,1.0,1596.9412455573247,11.393395292158988,87.11327417158518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,1333.012733192,11.323519928270716,161.1551684,1.0,1596.135171816354,11.507679659090462,63.36080372169768,1.0,1175.9785041460034,1.3745477167730225,98.53353408,0.52,0.0,0.0,0.0,0.0,1562.705821694119,4.322286678214402,61.72392854,1.0
6,0,1333.012733192,14.183417265239243,161.1551684,1.0,1599.5268131834953,11.011464289611164,68.31830270108968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,1333.012733192,13.585191940747386,161.1551684,1.0,1595.65330232396,7.2740542105416655,79.66236337698633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.8616119634414,3.478422010946504,73.60369960008032,1.0
8,0,1332.662188326648,8.729950056037696,161.1551684,1.0,1597.175259053336,12.40263385904879,64.4162827202043,1.0,1172.3080612822093,0.756783769533537,98.53353408,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1329.999021114798,9.338048087741356,161.1551684,1.0,1597.6944110415425,7.780866165875341,81.30876417901881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.4356910865652,2.676406897239068,71.03444491723047,1.0
