x,y,d center,d height,d width,d confidence,g center,g height,g width,g confidence,u1 center,u1 height,u1 width,u1 confidence,u2 center,u2 height,u2 width,u2 confidence,u3 center,u3 height,u3 width,u3 confidence
0,0,1330.148873685938,8.636977746008334,161.1551684,1.0,1595.2216469059517,3.0253570074992147,95.730183160248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.5115933946072,3.520161329306497,76.397719439916,1.0
1,0,1333.012733192,11.468770157344377,161.1551684,1.0,1595.4465201776707,12.191264537870735,60.564530725910714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.7702061574323,3.269766844590411,66.9748443363633,0.28
2,0,1333.012733192,7.676713722959084,161.1551684,1.0,1596.1503512659092,6.076323685172144,73.3317417559264,1.0,0.0,0.0,0.0,0.0,1505.0062750823597,0.5931154531850164,140.67449454448072,0.2,0.0,0.0,0.0,0.0
3,0,1332.6195753014615,10.16908923255855,161.1551684,1.0,1601.186091635745,6.586533391243477,80.31572142035361,1.0,1173.0835140390532,0.5548110230541186,78.23881812196291,0.88,1506.4308929035574,0.9040196676716608,137.53312868613926,0.28,1564.1963370936123,4.123872683792855,61.72392854,1.0
4,0,1331.4725387515539,6.065095010040585,177.1871547044782,1.0,1591.857878925,8.482010776042681,78.98412135673215,1.0,0.0,0.0,0.0,0.0,1509.4499392808411,0.46149084074476415,129.0402051968728,0.16,0.0,0.0,0.0,0.0
5,0,1332.6061741675119,14.897347103983249,161.1551684,1.0,1593.4354189918338,17.491845421827538,83.25465887157542,1.0,0.0,0.0,0.0,0.0,1508.4739595510143,0.7645244431885388,156.4266689,0.34,0.0,0.0,0.0,0.0
6,0,1329.785190073016,11.418075145437424,161.32095050087116,1.0,1601.707925975,11.837237582595911,85.2069592286783,1.0,1181.1845193486486,1.116979651194703,94.15054205211138,0.76,1505.7950344412075,1.1814908867925231,139.62606812028508,0.18,1562.4100551029505,3.9560103747105124,63.04646797236675,1.0
7,0,1333.012733192,9.596203249637338,161.22804025432401,1.0,1598.592418709612,4.538241284628279,72.76097640276386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.6277111119678,2.9187729642189653,61.72392854,1.0
8,0,1333.012733192,12.465819153476017,161.1551684,1.0,1597.393323019344,14.010912137098796,82.4876300858092,1.0,0.0,0.0,0.0,0.0,1504.172327996,0.7868321289202151,145.0605207036013,0.18,0.0,0.0,0.0,0.0
9,0,1332.149784679647,5.899951445961888,161.1551684,1.0,1595.5046845560469,6.474637276302503,89.371148905097,1.0,1172.1689433989784,1.5484311874377945,93.22122251721144,0.54,1508.5261146376358,1.124965934809962,140.12186675274714,0.2,1561.2697429742652,3.8535714719034084,61.72392854,1.0
10,0,1333.012733192,12.34656993692704,161.1551684,1.0,1598.8518611446152,11.642985632064166,84.0828401127884,1.0,1175.7343836856264,0.6865983856601784,93.19835997878623,0.36,1508.5109983990822,0.6650378623975141,146.66308748146616,0.4,1563.3084776855799,3.2462360226180413,61.72392854,1.0
11,0,1331.3916148964297,11.146694157208305,161.1551684,1.0,1597.805505584387,8.354206645424982,88.670935137067,1.0,0.0,0.0,0.0,0.0,1506.588969356123,0.8905749780661454,149.97237901001992,0.76,1563.1961939943264,3.22245690310915,65.97025639106133,1.0
12,0,1332.3649920935745,11.395140656984239,171.5022308779336,1.0,1594.9632520501357,15.708001341309222,75.97189034196991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,1333.012733192,9.692173631099092,161.1551684,1.0,1598.0743039421789,11.103103521408972,67.76162133728768,1.0,0.0,0.0,0.0,0.0,1505.953562261127,0.43730186238630525,112.0388249,0.64,1563.9956463380495,2.97239965472495,71.85776317393145,1.0
14,0,1331.2911118465213,11.40331154307013,161.1551684,1.0,1598.8803339496942,8.601994373828122,81.72921633968767,1.0,1173.9163952482184,0.5966592443236373,98.53353408,0.66,0.0,0.0,0.0,0.0,1562.3088581614186,4.850864743099505,64.1704244411433,1.0
15,0,1333.012733192,10.258063039414235,161.1551684,1.0,1593.9485648085904,9.258482923993029,76.97643424633841,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.8798179372102,3.137314581892199,61.72392854,1.0
16,0,1329.955001494032,15.159966732642756,162.81833516265448,1.0,1596.9232058481812,11.21911319371323,74.57971872425294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.3724799991164,4.946132749811031,61.72392854,0.28
17,0,1332.9442128341907,13.016951924320736,161.1551684,1.0,1598.8396558558393,10.029686860341485,92.41309180664626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.9254758626894,2.833609462676514,62.52710338467081,0.34
18,0,1329.828805422635,10.643744629898961,161.1551684,1.0,1595.5452464335694,8.478095187345668,68.85060937462357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,1333.012733192,11.032676273579172,161.1551684,1.0,1596.1639664128127,15.7104361989357,72.99965773901576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,1329.3816135945387,13.435053187472066,161.1551684,1.0,1599.9657994544543,8.119365789441897,67.37458866499952,1.0,0.0,0.0,0.0,0.0,1506.414115584737,1.3522053599457278,151.6779808449501,0.18,1566.0660297086397,8.29589430328518,76.80721312,1.0
21,0,1330.3483785930746,9.069410583757163,161.1551684,1.0,1601.1629557578347,6.773218682957727,62.418116171763664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.4990648306684,5.304737683391888,64.67409617683532,1.0
22,0,1331.807011204146,11.018842648670553,165.42255498063787,1.0,1598.0117467106338,6.369880768496086,56.09256519715531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.3988940813606,4.3085606862845784,63.74545694414946,1.0
23,0,1333.012733192,18.312433392738164,161.1551684,1.0,1598.794800328564,16.753704585172986,68.97050398107712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,1332.070045972031,18.703968854764398,161.1551684,1.0,1595.6251783895445,22.37190224077853,71.87967569046542,1.0,1171.8317179383532,1.6856845643707266,88.97629948558563,0.72,1504.172327996,0.8834636360161379,156.4266689,0.22,0.0,0.0,0.0,0.0
25,0,1332.6913042805688,14.341789797872737,161.1551684,1.0,1600.6476954035816,13.51128766525821,84.70819507961727,1.0,1171.7515534932738,1.1276445392145877,98.53353408,0.72,1507.953738979217,1.2605420643169147,137.20469468960613,0.32,1561.4624848206759,4.046455505289146,63.10416899873111,1.0
26,0,1333.012733192,16.408773123241232,161.1551684,1.0,1598.7806354389957,18.40285104234823,77.26299942039574,1.0,1173.6544862843293,1.0386723942473746,92.77623541776038,1.0,0.0,0.0,0.0,0.0,1563.511117092435,7.397194308973289,69.36213844710403,1.0
27,0,1331.1081849944353,13.625543106757158,162.64042055920768,1.0,1598.6491930085167,12.812145542653532,82.19250823681905,1.0,1176.132336805366,1.106990445816002,88.9069139517902,0.64,1506.233001245402,1.1457755503837215,147.92804462554452,0.28,1563.0578522158974,11.343296138123245,64.09606978621434,1.0
28,0,1332.809287766985,10.042306572709409,161.1551684,1.0,1596.5643749647177,9.546837319381055,84.71537931092091,1.0,1169.4721579237437,0.529905328737539,82.30386483478539,0.24,1510.1019900117694,0.700382483796067,145.82244149828477,0.18,0.0,0.0,0.0,0.0
29,0,1333.012733192,10.142925019911509,161.1551684,1.0,1600.1174090704249,9.828666831991406,70.57680704810643,1.0,1173.5564836620945,1.8024191933970297,98.53353408,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1330.1722555325364,8.534289040058347,161.1551684,1.0,1596.0250426047382,6.5553191977268925,68.98519944027022,1.0,1173.0217977628345,2.3176328663768007,74.09010908671411,0.36,1511.964856004,1.227207254099822,156.4266689,0.5,0.0,0.0,0.0,0.0
1,1,1330.228368616338,8.571942397297141,169.82324450678706,1.0,1593.4840247158238,7.879623809065463,103.69405941,1.0,0.0,0.0,0.0,0.0,1507.876337039059,0.7254649891532959,119.95027378698568,0.18,1563.6332264163477,2.592324433703865,61.72392854,1.0
2,1,1331.6642933916378,8.39754560588449,164.2828023301499,1.0,1597.3432267206035,8.702864728125505,57.34787229316417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1333.012733192,15.756079863246025,161.1551684,1.0,1596.6002704344799,9.7858844907863,80.98960997081969,1.0,0.0,0.0,0.0,0.0,1510.70087742712,1.7742489692293337,156.4266689,0.18,0.0,0.0,0.0,0.0
4,1,1333.012733192,12.25946758628356,161.1551684,1.0,1593.1410286690295,9.327997302510175,65.0756045789682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.3517472876363,4.074373021436682,61.72392854,0.28
5,1,1329.9521488815426,13.885983703714963,161.1551684,1.0,1597.3431107754493,5.180705051985443,90.040193782757,1.0,1179.7011554099759,2.943966482783087,98.53353408,1.0,1509.4538840100668,3.126428904903241,121.62831249180145,0.34,1565.4649679643244,8.048597278585405,71.43586101772271,1.0
6,1,1331.8589570284623,16.189524043259837,161.1551684,1.0,1599.0347710860892,14.678338537941677,93.08635225916623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1,1333.012733192,10.391560038355571,161.1551684,1.0,1594.3804725200987,15.072174725412312,83.14210603064666,1.0,1170.9022307673677,1.7880114259274718,77.40666405895846,0.86,0.0,0.0,0.0,0.0,1564.1311764026298,4.0169054297445745,69.58286266221207,1.0
8,1,1332.5953790980554,12.262964843650096,161.1551684,1.0,1598.5615860842531,10.042334539425884,77.62447012395992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.0545927273442,3.973367693248866,71.15663569626585,1.0
9,1,1330.2231746817556,7.555038274045556,161.1551684,1.0,1599.5155647425868,6.767636957185243,87.04774937513291,1.0,0.0,0.0,0.0,0.0,1504.172327996,2.526796039344138,145.3068197303171,1.0,1563.4969014799158,5.84642429574131,76.80721312,1.0
10,1,1331.0682966043526,15.746688239036963,161.1551684,1.0,1599.8794259510023,6.089934537081407,85.96847296451304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.3753505646391,8.889861328809074,61.72392854,1.0
11,1,1333.012733192,7.4958321824300205,162.23473340714952,1.0,1595.2106157316534,9.22948345407774,86.4682602836839,1.0,1178.145606674932,2.926144070758446,98.53353408,0.34,0.0,0.0,0.0,0.0,1566.8674983488065,3.5756600702261347,76.80721312,1.0
12,1,1332.6452497810346,6.1415076312320735,161.1551684,1.0,1596.869389266624,4.547706224144539,67.37098943798156,1.0,1171.8381916081564,0.576884322980506,97.44717139244409,0.22,0.0,0.0,0.0,0.0,1563.0337481699653,3.5631000498474523,69.74306823037556,1.0
13,1,1332.1971498062283,8.22564648635597,161.1551684,1.0,1594.2445749966203,15.739759157274547,77.9105649651156,1.0,0.0,0.0,0.0,0.0,1509.3613337872303,0.9638767180212608,122.65587660229819,0.12,0.0,0.0,0.0,0.0
14,1,1331.6962186795615,7.966737694155069,162.90949421002176,1.0,1597.9779319514478,8.85663570595697,81.23406603312654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1,1330.7805729872089,8.325182279541465,161.1551684,1.0,1599.0264828295283,11.724257856114491,90.31620131554894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,1328.9496402154246,13.077707799296432,166.59013103347195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.7322409155365,7.8886685109286185,67.1343788178942,1.0
17,1,1331.1026143933307,7.764492628954107,165.6081967349168,1.0,1601.0487248174313,5.19617562561118,97.90079342389988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.9970673349044,6.289056734187255,70.19454235901382,1.0
18,1,1332.17690256137,13.381737120259793,161.1551684,1.0,1596.820263321212,5.826281796913472,84.50749609112866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.1632367319996,10.061603852780376,61.72392854,1.0
19,1,1330.176946971641,11.414725986858642,161.1551684,1.0,1597.7524778110023,11.480829607333957,91.2027236194328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,1333.012733192,14.200335717040169,161.1551684,1.0,1593.0907088881738,14.012962070062427,68.76788227300061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,1330.012772521373,20.374042743708095,161.1551684,1.0,1600.9971907818485,4.23240606955215,101.93768385135593,1.0,0.0,0.0,0.0,0.0,1510.6240442060325,1.7694966747723238,131.75659675367743,0.34,1562.8719477749942,10.768946934510337,61.72392854,1.0
22,1,1330.242044329467,13.36967089893318,161.1551684,1.0,1598.0110608872521,12.72810068155004,77.39307829806748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1,1329.3095806416616,11.40961675787558,161.1551684,1.0,1599.9273994356256,10.324170326289481,72.9688236976335,1.0,1168.8394297766786,1.2256511996559496,78.19226708031393,0.64,1504.8549951371792,1.1618235013426552,146.0358684034178,0.3,1565.6514047817145,7.077486373388389,61.72392854,1.0
24,1,1333.012733192,18.20246250247782,161.1551684,1.0,1594.467754707854,18.80106126015749,73.52642993215375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.4367493343304,5.789855300142622,67.67706977507918,0.86
25,1,1332.6997506736425,22.48813707211214,161.1551684,1.0,1597.0244997960203,15.35308577116993,100.76307769825918,1.0,1172.1645316295667,1.0212913735832438,94.29852155484512,0.12,1505.7347858406017,1.8351146322552991,129.32593590404127,0.2,1563.8352639102104,5.98513519952713,64.99552385576801,0.28
26,1,1330.6850317724916,10.402568171012373,161.4171397615296,1.0,1597.0333825771434,7.906794615098424,61.95922495655888,1.0,1177.1756250504181,0.8962649328127757,98.53353408,0.22,0.0,0.0,0.0,0.0,1565.516110067467,6.161218706115975,70.75538369708872,1.0
27,1,1331.8083127480375,9.090667728548011,161.1551684,1.0,1592.4013900217285,6.934046566624595,75.838814980667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.5552451582703,2.8217483729990573,76.80721312,1.0
28,1,1333.012733192,12.940624811337088,161.1551684,1.0,1596.2331079878547,13.796262430743036,84.03091300061696,1.0,1173.9960742055148,2.1977394205102985,84.16141660185963,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1,1332.3613797736236,7.17887396844859,175.8479414047973,1.0,1598.638600318924,8.300330277990136,68.18483767431323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0855875558684,1.5407690991326999,67.85592428066178,1.0
0,2,1333.012733192,7.925055949816612,161.1551684,1.0,1594.7300105010245,8.874983258475014,74.83118059219491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.7391074607212,1.9878240877944682,64.09431245894534,0.28
