time/h,Ewe/V,timestep
9.24079,4.57431,37
9.24913,4.57479,37
9.25746,4.57482,37
9.26579,4.57511,37
9.27413,4.57525,38
9.28246,4.5754,38
9.29079,4.57559,38
9.29913,4.57584,38
9.30746,4.57602,38
9.31579,4.57605,38
9.32413,4.57636,38
9.33246,4.57668,38
9.34079,4.5769,38
9.34913,4.57706,38
9.35746,4.57728,38
9.36579,4.57753,38
9.37413,4.57765,38
9.38246,4.57794,38
9.39079,4.57816,38
9.39913,4.57826,38
9.40746,4.5786,38
9.41579,4.57874,38
9.42413,4.57892,38
9.43246,4.57924,38
9.44079,4.57971,38
9.44913,4.57985,38
9.45746,4.58016,38
9.46579,4.58047,38
9.47413,4.58068,38
9.48246,4.58104,38
9.49079,4.58137,38
9.49913,4.58172,38
9.50746,4.58183,38
9.51579,4.58217,38
9.52413,4.58232,39
9.53246,4.58261,39
9.54079,4.58268,39
9.54913,4.58302,39
9.55746,4.58325,39
9.56579,4.58348,39
9.57413,4.58361,39
9.58246,4.58402,39
9.59079,4.58426,39
9.59913,4.58444,39
9.60746,4.5847,39
9.61579,4.5849,39
9.62413,4.58527,39
9.63246,4.58552,39
9.64079,4.58579,39
9.64913,4.58601,39
9.65746,4.58626,39
9.66579,4.58642,39
9.67413,4.58667,39
9.68246,4.587,39
9.69079,4.58725,39
9.69913,4.58764,39
9.70746,4.58793,39
9.71579,4.58822,39
9.72413,4.58875,39
9.73246,4.58903,39
9.74079,4.58938,39
9.74913,4.58989,39
9.75746,4.59004,39
9.76579,4.59024,39
9.77413,4.59058,39
9.78246,4.59092,40
9.79079,4.5911,40
9.79913,4.59145,40
9.80746,4.59177,40
9.81579,4.59207,40
9.82413,4.59238,40
9.83246,4.59263,40
9.84079,4.59295,40
9.84913,4.59329,40
9.85746,4.59344,40
9.86579,4.59389,40
9.87413,4.59426,40
9.88246,4.59444,40
9.89079,4.59467,40
9.89913,4.59502,40
9.90746,4.59529,40
9.91579,4.59563,40
9.92413,4.59601,40
9.93246,4.59636,40
9.94079,4.59668,40
9.94913,4.59698,40
9.95746,4.59732,40
9.96579,4.59774,40
9.97413,4.59816,40
9.98246,4.5985,40
9.99079,4.59897,40
9.99913,4.59944,40
10.00746,4.59975,40
10.01579,4.6002,40
10.02413,4.60042,40
10.03246,4.60076,40
10.04079,4.60117,41
10.04913,4.60161,41
10.05746,4.60183,41
10.06579,4.60231,41
10.07413,4.6025,41
10.08246,4.603,41
10.09079,4.60328,41
10.09913,4.60369,41
10.10746,4.60413,41
10.11579,4.60436,41
10.12413,4.60482,41
10.13246,4.60527,41
10.14079,4.60562,41
10.14913,4.60605,41
10.15746,4.60632,41
10.16579,4.6068,41
10.17413,4.6072,41
10.18246,4.60753,41
10.19079,4.60814,41
10.19913,4.60846,41
10.20746,4.60889,41
10.21579,4.60923,41
10.22413,4.60984,41
10.23246,4.61018,41
10.24079,4.61059,41
10.24913,4.61087,41
10.25746,4.61141,41
10.26579,4.61196,41
10.27413,4.61239,41
10.28246,4.61288,41
10.29079,4.6134,42
10.29913,4.61389,42
10.30746,4.61427,42
10.31579,4.615,42
10.32413,4.61551,42
10.33246,4.61602,42
10.34079,4.61641,42
10.34913,4.61701,42
10.35746,4.6175,42
10.36579,4.61796,42
10.37413,4.61865,42
10.38246,4.61915,42
10.39079,4.61967,42
10.39913,4.62014,42
10.40746,4.62075,42
10.41579,4.62126,42
10.42413,4.62186,42
10.43246,4.62237,42
10.44079,4.6227,42
10.44913,4.62347,42
10.45746,4.62408,42
10.46579,4.62464,42
10.47413,4.62519,42
10.48246,4.62563,42
10.49079,4.62635,42
10.49913,4.6269,42
10.50746,4.62737,42
10.51579,4.62805,42
10.52413,4.62872,42
10.53246,4.62936,42
10.54079,4.62993,42
10.54913,4.63072,43
10.55746,4.63125,43
10.56579,4.6321,43
10.57413,4.63286,43
10.58246,4.63354,43
10.59079,4.63413,43
10.59913,4.63488,43
10.60746,4.63558,43
10.61579,4.63632,43
10.62413,4.63707,43
10.63246,4.6378,43
10.64079,4.63846,43
10.64913,4.6393,43
10.65746,4.6399,43
10.66579,4.64069,43
10.67413,4.64148,43
10.68246,4.64217,43
10.69079,4.64293,43
10.69913,4.64383,43
10.70746,4.64453,43
10.71579,4.6453,43
10.72413,4.64616,43
10.73246,4.64694,43
10.74079,4.64781,43
10.74913,4.64865,43
10.75746,4.64961,43
10.76579,4.65047,43
10.77413,4.65136,43
10.78246,4.65238,43
10.79079,4.65322,43
10.79913,4.65416,43
10.80746,4.65516,44
10.81579,4.65597,44
10.82413,4.65698,44
10.83246,4.65807,44
10.84079,4.65894,44
10.84913,4.65987,44
10.85746,4.6609,44
10.86579,4.66177,44
10.87413,4.66287,44
10.88246,4.66393,44
10.89079,4.66495,44
10.89913,4.66583,44
10.90746,4.66682,44
10.91579,4.66786,44
10.92413,4.66897,44
10.93246,4.67001,44
10.94079,4.67112,44
10.94913,4.67219,44
10.95746,4.6733,44
10.96579,4.67446,44
10.97413,4.67553,44
10.98246,4.67686,44
10.99079,4.67791,44
10.99913,4.67907,44
11.00746,4.68037,44
11.01579,4.68156,44
11.02413,4.68285,44
11.03246,4.68406,44
11.04079,4.68551,44
11.04913,4.68679,44
11.05746,4.68809,45
11.06579,4.6895,45
11.07413,4.69084,45
11.08246,4.69225,45
11.09079,4.69365,45
11.09913,4.69512,45
11.10746,4.69642,45
11.11579,4.69802,45
11.12413,4.69933,45
11.12716,4.70006,45
11.12716,4.69999,45
11.12716,4.69272,45
11.12722,4.68269,45
11.12729,4.67265,45
11.12738,4.66258,45
11.12747,4.65257,45
11.12758,4.64256,45
11.12769,4.63253,45
11.12783,4.62246,45
11.12798,4.61245,45
11.12816,4.60244,45
11.12837,4.59243,45
11.12862,4.58242,45
11.12896,4.57237,45
11.1294,4.56234,45
11.13003,4.55233,45
11.13104,4.54231,45
11.13288,4.53227,45
11.13673,4.52225,45
11.14468,4.51218,45
11.15301,4.50572,45
11.16135,4.50047,46
11.16968,4.49573,46
11.17801,4.49156,46
11.18635,4.48766,46
11.19468,4.48397,46
11.20301,4.48057,46
11.21135,4.47719,46
11.21968,4.47385,46
11.22801,4.47071,46
11.23635,4.46774,46
11.24468,4.46473,46
11.25301,4.46184,46
11.26135,4.45907,46
11.26968,4.45636,46
11.27801,4.45366,46
11.28635,4.45098,46
11.29468,4.44846,46
11.30301,4.44582,46
11.31135,4.44334,46
11.31968,4.44068,46
11.32801,4.43828,46
11.33635,4.43574,46
11.34468,4.43347,46
11.35301,4.43102,46
11.36135,4.42874,46
11.36968,4.42642,46
11.37801,4.4241,46
11.38635,4.42186,46
11.39468,4.41956,46
11.40301,4.41747,46
11.41135,4.41523,47
11.41968,4.41301,47
11.42801,4.41088,47
11.43635,4.40879,47
11.44468,4.40666,47
11.45301,4.40465,47
11.46135,4.40252,47
11.46968,4.4005,47
11.47801,4.39853,47
11.48635,4.39637,47
11.49468,4.39451,47
11.50301,4.39249,47
11.51135,4.39063,47
11.51968,4.38869,47
11.52801,4.38658,47
11.53635,4.38464,47
11.54468,4.38286,47
11.55301,4.381,47
11.56135,4.37897,47
11.56968,4.37707,47
11.57801,4.37526,47
11.58635,4.37345,47
11.59468,4.37152,47
11.60301,4.36974,47
11.61135,4.36782,47
11.61968,4.36604,47
11.62801,4.36428,47
11.63635,4.36236,47
11.64468,4.36059,47
11.65301,4.35879,47
11.66135,4.35695,47
11.66968,4.35512,48
11.67801,4.35334,48
11.68635,4.35172,48
11.69468,4.34978,48
11.70301,4.34806,48
11.71135,4.34622,48
11.71968,4.34433,48
11.72801,4.3427,48
11.73635,4.34096,48
11.74468,4.33917,48
11.75301,4.33735,48
11.76135,4.33558,48
11.76968,4.33392,48
11.77801,4.33214,48
11.78635,4.33048,48
11.79468,4.32875,48
11.80301,4.32686,48
11.81135,4.32518,48
11.81968,4.32352,48
11.82801,4.32171,48
11.83635,4.32002,48
11.84468,4.31828,48
11.85301,4.31645,48
11.86135,4.31472,48
11.86968,4.31304,48
11.87801,4.31137,48
11.88635,4.30963,48
11.89468,4.30789,48
11.90301,4.30616,48
11.91135,4.30459,48
11.91968,4.30272,48
11.92801,4.30098,49
11.93635,4.29938,49
11.94468,4.2978,49
11.95301,4.296,49
11.96135,4.2942,49
11.96968,4.2925,49
11.97801,4.29068,49
11.98635,4.28904,49
11.99468,4.28731,49
12.00301,4.28542,49
12.01135,4.28373,49
12.01968,4.28201,49
12.02801,4.28031,49
12.03635,4.27869,49
12.04468,4.27684,49
12.05301,4.27514,49
12.06135,4.27353,49
12.06968,4.27176,49
12.07801,4.27001,49
12.08635,4.26838,49
12.09468,4.26663,49
12.10301,4.26493,49
12.11135,4.26331,49
12.11968,4.26156,49
12.12801,4.25984,49
12.13635,4.25823,49
12.14468,4.25652,49
12.15301,4.25481,49
12.16135,4.25319,49
12.16968,4.25144,49
12.17801,4.24985,50
12.18635,4.24809,50
12.19468,4.24639,50
12.20301,4.24463,50
12.21135,4.243,50
12.21968,4.24147,50
12.22801,4.23967,50
12.23635,4.23794,50
12.24468,4.23629,50
12.25301,4.23461,50
12.26135,4.23275,50
12.26968,4.23109,50
12.27801,4.22946,50
12.28635,4.22782,50
12.29468,4.22618,50
12.30301,4.22442,50
12.31135,4.22279,50
12.31968,4.22105,50
12.32801,4.21945,50
12.33635,4.2177,50
12.34468,4.21608,50
12.35301,4.21438,50
12.36135,4.21272,50
12.36968,4.21094,50
12.37801,4.20935,50
12.38635,4.2077,50
12.39468,4.20611,50
12.40301,4.20429,50
12.41135,4.20275,50
12.41968,4.20094,50
12.42801,4.19938,50
12.43635,4.19763,51
12.44468,4.19601,51
12.45301,4.19429,51
12.46135,4.1927,51
12.46968,4.19085,51
12.47801,4.18929,51
12.48635,4.1877,51
12.49468,4.18598,51
12.50301,4.18443,51
12.51135,4.18271,51
12.51968,4.18097,51
12.52801,4.17948,51
12.53635,4.17766,51
12.54468,4.17604,51
12.55301,4.17447,51
12.56135,4.17276,51
12.56968,4.17106,51
12.57801,4.16941,51
12.58635,4.16778,51
12.59468,4.16614,51
12.60301,4.16464,51
12.61135,4.16291,51
12.61968,4.1612,51
12.62801,4.15957,51
12.63635,4.1579,51
12.64468,4.1564,51
12.65301,4.15476,51
12.66135,4.15315,51
12.66968,4.15154,51
12.67801,4.14985,51
12.68635,4.14826,52
12.69468,4.14673,52
12.70301,4.14499,52
12.71135,4.14345,52
12.71968,4.14191,52
12.72801,4.14017,52
12.73635,4.13867,52
12.74468,4.13706,52
12.75301,4.13544,52
12.76135,4.13394,52
12.76968,4.13235,52
12.77801,4.1307,52
12.78635,4.12923,52
12.79468,4.12771,52
12.80301,4.12596,52
12.81135,4.12435,52
12.81968,4.12284,52
12.82801,4.12132,52
12.83635,4.11969,52
12.84468,4.11816,52
12.85301,4.11664,52
12.86135,4.11505,52
12.86968,4.11341,52
12.87801,4.11189,52
12.88635,4.11036,52
12.89468,4.10882,52
12.90301,4.10725,52
12.91135,4.10562,52
12.91968,4.10427,52
12.92801,4.10274,52
12.93635,4.10117,52
12.94468,4.09965,53
12.95301,4.09802,53
12.96135,4.09661,53
12.96968,4.09508,53
12.97801,4.09367,53
12.98635,4.09216,53
12.99468,4.09066,53
13.00301,4.08917,53
13.01135,4.08762,53
13.01968,4.08612,53
13.02801,4.08481,53
13.03635,4.08317,53
13.04468,4.08179,53
13.05301,4.08022,53
13.06135,4.07884,53
13.06968,4.07745,53
13.07801,4.07586,53
13.08635,4.07452,53
13.09468,4.07308,53
13.10301,4.07161,53
13.11135,4.07009,53
13.11968,4.06863,53
13.12801,4.06724,53
13.13635,4.06581,53
13.14468,4.06457,53
13.15301,4.06305,53
13.16135,4.06156,53
13.16968,4.06022,53
13.17801,4.05868,53
13.18635,4.05737,53
13.19468,4.05588,53
13.20301,4.05456,54
13.21135,4.05311,54
13.21968,4.0517,54
13.22801,4.0503,54
13.23635,4.04897,54
13.24468,4.0475,54
13.25301,4.04618,54
13.26135,4.04466,54
13.26968,4.04324,54
13.27801,4.04196,54
13.28635,4.04058,54
13.29468,4.03922,54
13.30301,4.03794,54
13.31135,4.03651,54
13.31968,4.03515,54
13.32801,4.03385,54
13.33635,4.0325,54
13.34468,4.03106,54
13.35301,4.02979,54
13.36135,4.02834,54
13.36968,4.02721,54
13.37801,4.02584,54
13.38635,4.02449,54
13.39468,4.02316,54
13.40301,4.02194,54
13.41135,4.02053,54
13.41968,4.01923,54
13.42801,4.018,54
13.43635,4.01657,54
13.44468,4.01543,54
13.45301,4.01416,55
13.46135,4.01286,55
13.46968,4.01141,55
13.47801,4.01033,55
13.48635,4.009,55
13.49468,4.00767,55
13.50301,4.0064,55
13.51135,4.00509,55
13.51968,4.00392,55
13.52801,4.0026,55
13.53635,4.00146,55
13.54468,4.00017,55
13.55301,3.99888,55
13.56135,3.99752,55
13.56968,3.99632,55
13.57801,3.99514,55
13.58635,3.99393,55
13.59468,3.99271,55
13.60301,3.99135,55
13.61135,3.99021,55
13.61968,3.98898,55
13.62801,3.98771,55
13.63635,3.9866,55
13.64468,3.98537,55
13.65301,3.9841,55
13.66135,3.98305,55
13.66968,3.98179,55
13.67801,3.9807,55
13.68635,3.9795,55
13.69468,3.97815,55
13.70301,3.97714,55
13.71135,3.97584,56
13.71968,3.97483,56
13.72801,3.97346,56
13.73635,3.97238,56
13.74468,3.97128,56
13.75301,3.97013,56
13.76135,3.96891,56
13.76968,3.96773,56
13.77801,3.96662,56
13.78635,3.96555,56
13.79468,3.96431,56
13.80301,3.96315,56
13.81135,3.96207,56
13.81968,3.96089,56
13.82801,3.95983,56
13.83635,3.9587,56
13.84468,3.95763,56
13.85301,3.95647,56
13.86135,3.95538,56
13.86968,3.95432,56
13.87801,3.95327,56
13.88635,3.95204,56
13.89468,3.95094,56
13.90301,3.94997,56
13.91135,3.94878,56
13.91968,3.94764,56
13.92801,3.94659,56
13.93635,3.9455,56
13.94468,3.94444,56
13.95301,3.94325,56
13.96135,3.9423,57
13.96968,3.94121,57
13.97801,3.94025,57
13.98635,3.93917,57
13.99468,3.93805,57
14.00301,3.93694,57
14.01135,3.93594,57
14.01968,3.93486,57
14.02801,3.93389,57
14.03635,3.93279,57
14.04468,3.93181,57
14.05301,3.93073,57
14.06135,3.92976,57
14.06968,3.92863,57
14.07801,3.92765,57
14.08635,3.92662,57
14.09468,3.92569,57
14.10301,3.92462,57
14.11135,3.92351,57
14.11968,3.92247,57
14.12801,3.92161,57
14.13635,3.9207,57
14.14468,3.9196,57
14.15301,3.91866,57
14.16135,3.91753,57
14.16968,3.91654,57
14.17801,3.91561,57
14.18635,3.91465,57
14.19468,3.91368,57
14.20301,3.9127,57
14.21135,3.91168,57
14.21968,3.91067,58
14.22801,3.90965,58
14.23635,3.90866,58
14.24468,3.90781,58
14.25301,3.90675,58
14.26135,3.90583,58
14.26968,3.90482,58
14.27801,3.90381,58
14.28635,3.90287,58
14.29468,3.90202,58
14.30301,3.90098,58
14.31135,3.90001,58
14.31968,3.89911,58
14.32801,3.89823,58
14.33635,3.89723,58
14.34468,3.89632,58
14.35301,3.89537,58
14.36135,3.8944,58
14.36968,3.89347,58
14.37801,3.89258,58
14.38635,3.89174,58
14.39468,3.89071,58
14.40301,3.88976,58
14.41135,3.88895,58
14.41968,3.88806,58
14.42801,3.88698,58
14.43635,3.88614,58
14.44468,3.8852,58
14.45301,3.8843,58
14.46135,3.8834,58
14.46968,3.8825,58
14.47801,3.8815,59
14.48635,3.88059,59
14.49468,3.87978,59
14.50301,3.87883,59
14.51135,3.87796,59
14.51968,3.87706,59
14.52801,3.87606,59
14.53635,3.87513,59
14.54468,3.8742,59
14.55301,3.87358,59
14.56135,3.87251,59
14.56968,3.87162,59
14.57801,3.8707,59
14.58635,3.86974,59
14.59468,3.86901,59
14.60301,3.86807,59
14.61135,3.86723,59
14.61968,3.86641,59
14.62801,3.86536,59
14.63635,3.86466,59
14.64468,3.86371,59
14.65301,3.86282,59
14.66135,3.86196,59
14.66968,3.86111,59
14.67801,3.86021,59
14.68635,3.85939,59
14.69468,3.85841,59
14.70301,3.85755,59
14.71135,3.85675,59
14.71968,3.85597,59
14.72801,3.85505,60
14.73635,3.85424,60
14.74468,3.85341,60
14.75301,3.8525,60
14.76135,3.8516,60
14.76968,3.85073,60
14.77801,3.8499,60
14.78635,3.84903,60
14.79468,3.84824,60
14.80301,3.84747,60
14.81135,3.84666,60
14.81968,3.84582,60
14.82801,3.8448,60
14.83635,3.84408,60
14.84468,3.84331,60
14.85301,3.84227,60
14.86135,3.84154,60
14.86968,3.84057,60
14.87801,3.83987,60
14.88635,3.83896,60
14.89468,3.83809,60
14.90301,3.83713,60
14.91135,3.83646,60
14.91968,3.83563,60
14.92801,3.83485,60
14.93635,3.83386,60
14.94468,3.83305,60
14.95301,3.83235,60
14.96135,3.83144,60
14.96968,3.8305,60
14.97801,3.82981,60
14.98635,3.82897,61
14.99468,3.82816,61
15.00301,3.8273,61
15.01135,3.82647,61
15.01968,3.82565,61
15.02801,3.82493,61
15.03635,3.82401,61
15.04468,3.8233,61
15.05301,3.82237,61
15.06135,3.82159,61
15.06968,3.82083,61
15.07801,3.8199,61
15.08635,3.81909,61
15.09468,3.8184,61
15.10301,3.81752,61
15.11135,3.81676,61
15.11968,3.81602,61
15.12801,3.81517,61
15.13635,3.81441,61
15.14468,3.81354,61
15.15301,3.81272,61
15.16135,3.81192,61
15.16968,3.81111,61
15.17801,3.81042,61
15.18635,3.80953,61
15.19468,3.80873,61
15.20301,3.80797,61
15.21135,3.80716,61
15.21968,3.80644,61
15.22801,3.80563,61
15.23635,3.80486,61
15.24468,3.80393,62
15.25301,3.8032,62
15.26135,3.80249,62
15.26968,3.80163,62
15.27801,3.80092,62
15.28635,3.8001,62
15.29468,3.79933,62
15.30301,3.79853,62
15.31135,3.79781,62
15.31968,3.7971,62
15.32801,3.79631,62
15.33635,3.79552,62
15.34468,3.79475,62
15.35301,3.79406,62
15.36135,3.79317,62
15.36968,3.79234,62
15.37801,3.79163,62
15.38635,3.79101,62
15.39468,3.79021,62
15.40301,3.78952,62
15.41135,3.78874,62
15.41968,3.78803,62
15.42801,3.7873,62
15.43635,3.7865,62
15.44468,3.78577,62
15.45301,3.78501,62
15.46135,3.78424,62
15.46968,3.78361,62
15.47801,3.78284,62
15.48635,3.78208,62
15.49468,3.78136,63
15.50301,3.78068,63
15.51135,3.77984,63
15.51968,3.77926,63
15.52801,3.7785,63
15.53635,3.77777,63
15.54468,3.77701,63
15.55301,3.77625,63
15.56135,3.77568,63
15.56968,3.77493,63
15.57801,3.77409,63
15.58635,3.77343,63
15.59468,3.77265,63
15.60301,3.77197,63
15.61135,3.77131,63
15.61968,3.77063,63
15.62801,3.76978,63
15.63635,3.76907,63
15.64468,3.76843,63
15.65301,3.76777,63
15.66135,3.767,63
15.66968,3.7664,63
15.67801,3.76574,63
15.68635,3.76492,63
15.69468,3.76435,63
15.70301,3.76367,63
15.71135,3.76287,63
15.71968,3.76218,63
15.72801,3.76148,63
15.73635,3.7608,63
15.74468,3.76022,63
15.75301,3.75956,64
15.76135,3.75884,64
15.76968,3.75813,64
15.77801,3.75764,64
15.78635,3.75684,64
15.79468,3.75633,64
15.80301,3.75568,64
15.81135,3.75491,64
15.81968,3.75416,64
15.82801,3.75358,64
15.83635,3.75296,64
15.84468,3.75237,64
15.85301,3.75156,64
15.86135,3.75102,64
15.86968,3.75036,64
15.87801,3.74975,64
15.88635,3.74911,64
15.89468,3.74852,64
15.90301,3.74768,64
15.91135,3.74713,64
15.91968,3.74645,64
15.92801,3.7458,64
15.93635,3.74516,64
15.94468,3.74459,64
15.95301,3.74382,64
15.96135,3.74317,64
15.96968,3.74248,64
15.97801,3.74194,64
15.98635,3.74132,64
15.99468,3.74066,64
16.00301,3.74007,65
16.01135,3.73944,65
16.01968,3.73881,65
16.02801,3.73816,65
16.03635,3.73764,65
16.04468,3.73688,65
16.05301,3.7362,65
16.06135,3.73567,65
16.06968,3.73497,65
16.07801,3.73449,65
16.08635,3.73375,65
16.09468,3.73315,65
16.10301,3.73262,65
16.11135,3.73197,65
16.11968,3.73137,65
16.12801,3.73077,65
16.13635,3.73002,65
16.14468,3.72932,65
16.15301,3.72876,65
16.16135,3.7282,65
16.16968,3.72747,65
16.17801,3.72687,65
16.18635,3.72627,65
16.19468,3.72562,65
16.20301,3.72499,65
16.21135,3.72442,65
16.21968,3.72382,65
16.22801,3.72309,65
16.23635,3.72256,65
16.24468,3.7218,65
16.25301,3.72118,65
16.26135,3.72061,66
16.26968,3.71998,66
16.27801,3.71938,66
16.28635,3.71876,66
16.29468,3.71802,66
16.30301,3.71741,66
16.31135,3.71679,66
16.31968,3.71603,66
16.32801,3.71546,66
16.33635,3.7148,66
16.34468,3.71412,66
16.35301,3.71354,66
16.36135,3.7128,66
16.36968,3.71216,66
16.37801,3.71158,66
16.38635,3.71082,66
16.39468,3.71023,66
16.40301,3.70957,66
16.41135,3.70894,66
16.41968,3.70824,66
16.42801,3.70761,66
16.43635,3.70685,66
16.44468,3.70627,66
16.45301,3.70549,66
16.46135,3.70504,66
16.46968,3.70414,66
16.47801,3.70346,66
16.48635,3.70294,66
16.49468,3.70211,66
16.50301,3.70144,66
16.51135,3.70086,66
16.51968,3.70012,67
16.52801,3.69944,67
16.53635,3.69876,67
16.54468,3.69807,67
16.55301,3.69738,67
16.56135,3.69658,67
16.56968,3.69599,67
16.57801,3.69518,67
16.58635,3.69446,67
16.59468,3.69373,67
16.60301,3.69294,67
16.61135,3.69226,67
16.61968,3.69152,67
16.62801,3.69062,67
16.63635,3.69015,67
16.64468,3.68936,67
16.65301,3.68855,67
16.66135,3.68788,67
16.66968,3.68726,67
16.67801,3.68634,67
16.68635,3.6855,67
16.69468,3.68481,67
16.70301,3.684,67
16.71135,3.68327,67
16.71968,3.6825,67
16.72801,3.68185,67
16.73635,3.68097,67
16.74468,3.68027,67
16.75301,3.67939,67
16.76135,3.67873,67
16.76968,3.67789,68
16.77801,3.67712,68
16.78635,3.67627,68
16.79468,3.6754,68
16.80301,3.67453,68
16.81135,3.67377,68
16.81968,3.673,68
16.82801,3.67216,68
16.83635,3.6714,68
16.84468,3.67051,68
16.85301,3.66966,68
16.86135,3.6688,68
16.86968,3.66783,68
16.87801,3.66716,68
16.88635,3.66629,68
16.89468,3.66541,68
16.90301,3.66451,68
16.91135,3.66375,68
16.91968,3.66288,68
16.92801,3.66186,68
16.93635,3.66107,68
16.94468,3.66039,68
16.95301,3.65934,68
16.96135,3.65843,68
16.96968,3.65765,68
16.97801,3.65659,68
16.98635,3.65582,68
16.99468,3.65494,68
17.00301,3.65391,68
17.01135,3.65311,68
17.01968,3.65216,68
17.02801,3.65117,69
17.03635,3.65026,69
17.04468,3.64955,69
17.05301,3.64853,69
17.06135,3.64757,69
17.06968,3.64657,69
17.07801,3.64561,69
17.08635,3.64476,69
17.09468,3.64369,69
17.10301,3.6428,69
17.11135,3.64185,69
17.11968,3.64093,69
17.12801,3.6399,69
17.13635,3.63884,69
17.14468,3.63795,69
17.15301,3.63681,69
17.16135,3.63588,69
17.16968,3.63478,69
17.17801,3.6338,69
17.18635,3.63299,69
17.19468,3.63184,69
17.20301,3.63091,69
17.21135,3.62968,69
17.21968,3.6288,69
17.22801,3.62784,69
17.23635,3.62672,69
17.24468,3.62574,69
17.25301,3.62465,69
17.26135,3.62375,69
17.26968,3.62254,69
17.27801,3.62141,70
17.28635,3.62043,70
17.29468,3.61928,70
17.30301,3.61823,70
17.31135,3.61721,70
17.31968,3.61602,70
17.32801,3.61499,70
17.33635,3.6138,70
17.34468,3.61276,70
17.35301,3.61171,70
17.36135,3.61048,70
17.36968,3.60946,70
17.37801,3.60827,70
17.38635,3.60722,70
17.39468,3.60606,70
17.40301,3.60484,70
17.41135,3.6038,70
17.41968,3.60267,70
17.42801,3.60155,70
17.43635,3.60035,70
17.44468,3.59918,70
17.45301,3.59793,70
17.46135,3.59687,70
17.46968,3.5957,70
17.47801,3.59453,70
17.48635,3.59321,70
17.49468,3.59213,70
17.50301,3.59092,70
17.51135,3.58973,70
17.51968,3.58853,70
17.52801,3.58725,70
17.53635,3.58612,71
17.54468,3.58487,71
17.55301,3.58362,71
17.56135,3.58249,71
17.56968,3.58128,71
17.57801,3.58011,71
17.58635,3.57879,71
17.59468,3.57754,71
17.60301,3.57636,71
17.61135,3.57505,71
17.61968,3.57379,71
17.62801,3.57249,71
17.63635,3.57138,71
17.64468,3.57012,71
17.65301,3.56862,71
17.66135,3.56736,71
17.66968,3.56628,71
17.67801,3.56502,71
17.68635,3.56374,71
17.69468,3.56252,71
17.70301,3.56112,71
17.71135,3.55984,71
17.71968,3.55861,71
17.72801,3.5572,71
17.73635,3.55586,71
17.74468,3.5547,71
17.75301,3.55339,71
17.76135,3.55202,71
17.76968,3.55076,71
17.77801,3.5495,71
17.78635,3.548,71
17.79468,3.54681,72
17.80301,3.54541,72
17.81135,3.54417,72
17.81968,3.54294,72
17.82801,3.54151,72
17.83635,3.54017,72
17.84468,3.53878,72
17.85301,3.53757,72
17.86135,3.5362,72
17.86968,3.53474,72
17.87801,3.53349,72
17.88635,3.53212,72
17.89468,3.53075,72
17.90301,3.52936,72
17.91135,3.52796,72
17.91968,3.52667,72
17.92801,3.52526,72
17.93635,3.52392,72
17.94468,3.52251,72
17.95301,3.52119,72
17.96135,3.51982,72
17.96968,3.51838,72
17.97801,3.51706,72
17.98635,3.51576,72
17.99468,3.5145,72
18.00301,3.51298,72
18.01135,3.51158,72
18.01968,3.51013,72
18.02801,3.50888,72
18.03635,3.50741,72
18.04468,3.506,73
18.05301,3.50467,73
18.06135,3.50327,73
18.06968,3.50188,73
18.07801,3.50051,73
18.08635,3.49907,73
18.09468,3.49768,73
18.10301,3.49621,73
18.11135,3.49484,73
18.11968,3.49339,73
18.12801,3.49203,73
18.13635,3.49063,73
18.14468,3.4892,73
18.15301,3.48779,73
18.16135,3.48636,73
18.16968,3.48499,73
18.17801,3.4836,73
18.18635,3.48219,73
18.19468,3.48071,73
18.20301,3.47928,73
18.21135,3.47792,73
18.21968,3.47632,73
18.22801,3.47501,73
18.23635,3.47359,73
18.24468,3.47217,73
18.25301,3.47051,73
18.26135,3.46913,73
18.26968,3.46779,73
18.27801,3.4664,73
18.28635,3.46499,73
18.29468,3.46353,73
18.30301,3.46197,74
18.31135,3.46049,74
18.31968,3.45913,74
18.32801,3.45775,74
18.33635,3.45615,74
18.34468,3.45482,74
18.35301,3.45326,74
18.36135,3.4518,74
18.36968,3.45045,74
18.37801,3.44894,74
18.38635,3.44755,74
18.39468,3.44595,74
18.40301,3.44452,74
18.41135,3.44301,74
18.41968,3.4415,74
18.42801,3.44,74
18.43635,3.43858,74
18.44468,3.437,74
18.45301,3.43542,74
18.46135,3.43405,74
18.46968,3.43241,74
18.47801,3.43087,74
18.48635,3.42943,74
18.49468,3.42782,74
18.50301,3.4263,74
18.51135,3.42469,74
18.51968,3.42312,74
18.52801,3.4216,74
18.53635,3.42005,74
18.54468,3.4186,74
18.55302,3.41701,74
18.56135,3.41548,75
18.56968,3.41401,75
18.57802,3.41224,75
18.58635,3.41075,75
18.59468,3.40911,75
18.60302,3.40746,75
18.61135,3.40603,75
18.61968,3.40443,75
18.62802,3.4028,75
18.63635,3.40132,75
18.64468,3.39971,75
18.65302,3.39803,75
18.66135,3.39638,75
18.66968,3.39463,75
18.67802,3.39307,75
18.68635,3.39164,75
18.69468,3.38983,75
18.70302,3.38822,75
18.71135,3.38658,75
18.71968,3.3848,75
18.72802,3.38315,75
18.73635,3.38144,75
18.74468,3.37973,75
18.75302,3.37811,75
18.76135,3.37641,75
18.76968,3.37476,75
18.77802,3.37318,75
18.78635,3.37137,75
18.79468,3.36973,75
