time/h,Ewe/V,timestep
18.80302,3.36808,75
18.81135,3.36625,76
18.81968,3.3646,76
18.82802,3.36295,76
18.83635,3.36114,76
18.84468,3.35951,76
18.85302,3.35769,76
18.86135,3.35597,76
18.86968,3.35431,76
18.87802,3.35238,76
18.88635,3.35072,76
18.89468,3.34895,76
18.90302,3.34727,76
18.91135,3.34543,76
18.91968,3.34357,76
18.92802,3.34173,76
18.93635,3.33991,76
18.94468,3.33818,76
18.95302,3.33632,76
18.96135,3.33437,76
18.96968,3.33257,76
18.97802,3.33056,76
18.98635,3.32859,76
18.99468,3.32688,76
19.00302,3.32499,76
19.01135,3.3231,76
19.01968,3.32143,76
19.02802,3.31946,76
19.03635,3.31756,76
19.04468,3.31577,76
19.05302,3.31388,76
19.06135,3.31186,76
19.06969,3.30993,77
19.07802,3.3079,77
19.08635,3.30597,77
19.09469,3.30403,77
19.10302,3.30187,77
19.11135,3.29995,77
19.11969,3.29803,77
19.12802,3.29596,77
19.13635,3.29396,77
19.14469,3.29198,77
19.15302,3.28988,77
19.16135,3.28799,77
19.16969,3.28592,77
19.17802,3.28386,77
19.18635,3.28198,77
19.19469,3.27976,77
19.20302,3.278,77
19.21135,3.27591,77
19.21969,3.27368,77
19.22802,3.2716,77
19.23635,3.26944,77
19.24469,3.2672,77
19.25302,3.26507,77
19.26135,3.26299,77
19.26969,3.26079,77
19.27802,3.25876,77
19.28635,3.25654,77
19.29469,3.25454,77
19.30302,3.25232,77
19.31135,3.25017,77
19.31969,3.2481,78
19.32802,3.24603,78
19.33635,3.2438,78
19.34469,3.2416,78
19.35302,3.2394,78
19.36135,3.23742,78
19.36969,3.23524,78
19.37802,3.23296,78
19.38635,3.23079,78
19.39469,3.22865,78
19.40302,3.22636,78
19.41135,3.22404,78
19.41969,3.22185,78
19.42802,3.21945,78
19.43635,3.2172,78
19.44469,3.21481,78
19.45302,3.21241,78
19.46135,3.21002,78
19.46969,3.20778,78
19.47802,3.20546,78
19.48635,3.20308,78
19.49469,3.20081,78
19.50302,3.19867,78
19.51135,3.19639,78
19.51969,3.19422,78
19.52802,3.19213,78
19.53635,3.18991,78
19.54469,3.18771,78
19.55302,3.18559,78
19.56135,3.18318,78
19.56969,3.18112,78
19.57802,3.17894,79
19.58636,3.17661,79
19.59469,3.17422,79
19.60302,3.17184,79
19.61136,3.16945,79
19.61969,3.16706,79
19.62802,3.16467,79
19.63636,3.16238,79
19.64469,3.15997,79
19.65302,3.15762,79
19.66136,3.15538,79
19.66969,3.15307,79
19.67802,3.1508,79
19.68636,3.14848,79
19.69469,3.14624,79
19.70302,3.14398,79
19.71136,3.14153,79
19.71969,3.13934,79
19.72802,3.13694,79
19.73636,3.13454,79
19.74469,3.13226,79
19.75302,3.12989,79
19.76136,3.12795,79
19.76969,3.12558,79
19.77802,3.12324,79
19.78636,3.12085,79
19.79469,3.11856,79
19.80302,3.11619,79
19.81136,3.11384,79
19.81969,3.11148,79
19.82802,3.109,79
19.83636,3.1067,80
19.84469,3.1044,80
19.85302,3.10219,80
19.86136,3.09959,80
19.86969,3.09726,80
19.87802,3.095,80
19.88636,3.09249,80
19.89469,3.09007,80
19.90302,3.0876,80
19.91136,3.0851,80
19.91969,3.08278,80
19.92802,3.08018,80
19.93636,3.07764,80
19.94469,3.07515,80
19.95302,3.07253,80
19.96136,3.06996,80
19.96969,3.06726,80
19.97802,3.06464,80
19.98636,3.06186,80
19.99469,3.05903,80
20.00302,3.05651,80
20.01136,3.05377,80
20.01969,3.05132,80
20.02802,3.04866,80
20.03636,3.04581,80
20.04469,3.0431,80
20.05302,3.04046,80
20.06136,3.03766,80
20.06969,3.03472,80
20.07802,3.03177,80
20.08636,3.02892,81
20.09469,3.02581,81
20.10302,3.02281,81
20.11136,3.01959,81
20.11969,3.01653,81
20.12803,3.01317,81
20.13636,3.00993,81
20.14469,3.00665,81
20.15303,3.00323,81
20.16104,3.00006,81
20.16104,3.00004,81
20.16104,3.00529,81
20.16105,3.0153,81
20.16106,3.02531,81
20.16108,3.03546,81
20.1611,3.04547,81
20.16112,3.0555,81
20.16115,3.06553,81
20.16118,3.0756,81
20.16121,3.08563,81
20.16125,3.09569,81
20.16129,3.10576,81
20.16135,3.11579,81
20.16141,3.12583,81
20.16148,3.13585,81
20.16157,3.14589,81
20.16168,3.15592,81
20.16182,3.16595,81
20.16198,3.17595,81
20.16218,3.18596,81
20.16242,3.19597,81
20.1627,3.20598,82
20.16303,3.21598,82
20.16341,3.22599,82
20.16385,3.23603,82
20.16436,3.24606,82
20.16493,3.25609,82
20.16557,3.2661,82
20.16629,3.27612,82
20.1671,3.28614,82
20.16802,3.29614,82
20.16905,3.30614,82
20.1702,3.31616,82
20.1715,3.32618,82
20.17297,3.33619,82
20.17464,3.3462,82
20.17655,3.35621,82
20.17872,3.36622,82
20.18124,3.37622,82
20.18415,3.38622,82
20.18757,3.39627,82
20.19163,3.40628,82
20.1965,3.41629,82
20.20237,3.4263,82
20.20964,3.43631,82
20.21798,3.44541,82
20.22631,3.4529,82
20.23464,3.45931,82
20.24298,3.46467,82
20.25131,3.46945,82
20.25964,3.47334,82
20.26798,3.47693,83
20.27631,3.48029,83
20.28464,3.48305,83
20.29298,3.48582,83
20.30131,3.4882,83
20.30964,3.49045,83
20.31798,3.49253,83
20.32631,3.49452,83
20.33464,3.49639,83
20.34298,3.49811,83
20.35131,3.49987,83
20.35964,3.50144,83
20.36798,3.50305,83
20.37631,3.50462,83
20.38464,3.50601,83
20.39298,3.50745,83
20.40131,3.50913,83
20.40964,3.51061,83
20.41798,3.512,83
20.42631,3.51349,83
20.43464,3.51485,83
20.44298,3.51615,83
20.45131,3.51753,83
20.45964,3.51891,83
20.46798,3.52035,83
20.47631,3.52164,83
20.48464,3.52306,83
20.49298,3.52435,83
20.50131,3.52569,83
20.50964,3.527,83
20.51798,3.5284,83
20.52631,3.52958,84
20.53464,3.53103,84
20.54298,3.53221,84
20.55131,3.53363,84
20.55964,3.53499,84
20.56798,3.53644,84
20.57631,3.53776,84
20.58464,3.53928,84
20.59298,3.54065,84
20.60131,3.54202,84
20.60964,3.54346,84
20.61798,3.54485,84
20.62631,3.54635,84
20.63464,3.54777,84
20.64298,3.54936,84
20.65131,3.55074,84
20.65964,3.55219,84
20.66798,3.55371,84
20.67631,3.55521,84
20.68465,3.55667,84
20.69298,3.55831,84
20.70131,3.55989,84
20.70965,3.56154,84
20.71798,3.5629,84
20.72631,3.56456,84
20.73465,3.56619,84
20.74298,3.56764,84
20.75131,3.56933,84
20.75965,3.57079,84
20.76798,3.57237,84
20.77631,3.57387,84
20.78465,3.57549,85
20.79298,3.57702,85
20.80131,3.57863,85
20.80965,3.58034,85
20.81798,3.58202,85
20.82631,3.58348,85
20.83465,3.58512,85
20.84298,3.5866,85
20.85131,3.5885,85
20.85965,3.58998,85
20.86798,3.59156,85
20.87631,3.5932,85
20.88465,3.59487,85
20.89298,3.59654,85
20.90131,3.5982,85
20.90965,3.5997,85
20.91798,3.60151,85
20.92631,3.60302,85
20.93465,3.60464,85
20.94298,3.60621,85
20.95131,3.60788,85
20.95965,3.60965,85
20.96798,3.61121,85
20.97631,3.61276,85
20.98465,3.61447,85
20.99298,3.61619,85
21.00131,3.61776,85
21.00965,3.61946,85
21.01798,3.62101,85
21.02631,3.62261,85
21.03465,3.62418,86
21.04298,3.62565,86
21.05131,3.62732,86
21.05965,3.62895,86
21.06798,3.63061,86
21.07631,3.6321,86
21.08465,3.6336,86
21.09298,3.63515,86
21.10131,3.63687,86
21.10965,3.6384,86
21.11798,3.64002,86
21.12631,3.64149,86
21.13465,3.64314,86
21.14298,3.64461,86
21.15131,3.64613,86
21.15965,3.64759,86
21.16798,3.64914,86
21.17631,3.65047,86
21.18465,3.65216,86
21.19298,3.65355,86
21.20132,3.65497,86
21.20965,3.65648,86
21.21798,3.65784,86
21.22632,3.65912,86
21.23465,3.6607,86
21.24298,3.66209,86
21.25132,3.66352,86
21.25965,3.66491,86
21.26798,3.66627,86
21.27632,3.66759,86
21.28465,3.66896,86
21.29298,3.67042,87
21.30132,3.67173,87
21.30965,3.67297,87
21.31798,3.67429,87
21.32632,3.67547,87
21.33465,3.67683,87
21.34298,3.67819,87
21.35132,3.67957,87
21.35965,3.68069,87
21.36798,3.68199,87
21.37632,3.68328,87
21.38465,3.68442,87
21.39298,3.68566,87
21.40132,3.68668,87
21.40965,3.68806,87
21.41798,3.68921,87
21.42632,3.69024,87
21.43465,3.69157,87
21.44298,3.69271,87
21.45132,3.69364,87
21.45965,3.69478,87
21.46798,3.69597,87
21.47632,3.69708,87
21.48465,3.69803,87
21.49298,3.69923,87
21.50132,3.70031,87
21.50965,3.70129,87
21.51798,3.70236,87
21.52632,3.70328,87
21.53465,3.70448,87
21.54298,3.70553,87
21.55132,3.70637,88
21.55965,3.70742,88
21.56798,3.70831,88
21.57632,3.70934,88
21.58465,3.71035,88
21.59298,3.71133,88
21.60132,3.71232,88
21.60965,3.71329,88
21.61798,3.7141,88
21.62632,3.71519,88
21.63465,3.71593,88
21.64298,3.71686,88
21.65132,3.71775,88
21.65965,3.71874,88
21.66798,3.71959,88
21.67632,3.72044,88
21.68465,3.7214,88
21.69298,3.72219,88
21.70132,3.72303,88
21.70965,3.72387,88
21.71799,3.72475,88
21.72632,3.72551,88
21.73465,3.72642,88
21.74299,3.72721,88
21.75132,3.72799,88
21.75965,3.72896,88
21.76799,3.72962,88
21.77632,3.7304,88
21.78465,3.73121,88
21.79299,3.73193,88
21.80132,3.73281,89
21.80965,3.73357,89
21.81799,3.73425,89
21.82632,3.7351,89
21.83465,3.73589,89
21.84299,3.7366,89
21.85132,3.73736,89
21.85965,3.73806,89
21.86799,3.73882,89
21.87632,3.73953,89
21.88465,3.74032,89
21.89299,3.74106,89
21.90132,3.74172,89
21.90965,3.74244,89
21.91799,3.74312,89
21.92632,3.7439,89
21.93465,3.74468,89
21.94299,3.74526,89
21.95132,3.74608,89
21.95965,3.74673,89
21.96799,3.74744,89
21.97632,3.74812,89
21.98465,3.74879,89
21.99299,3.74953,89
22.00132,3.75022,89
22.00965,3.75089,89
22.01799,3.75155,89
22.02632,3.7522,89
22.03465,3.75282,89
22.04299,3.7535,89
22.05132,3.75407,89
22.05965,3.75486,90
22.06799,3.75539,90
22.07632,3.75613,90
22.08465,3.75665,90
22.09299,3.75734,90
22.10132,3.75799,90
22.10965,3.75872,90
22.11799,3.75939,90
22.12632,3.75993,90
22.13465,3.76062,90
22.14299,3.76123,90
22.15132,3.76189,90
22.15965,3.76251,90
22.16799,3.76303,90
22.17632,3.76383,90
22.18465,3.76446,90
22.19299,3.76503,90
22.20132,3.76575,90
22.20965,3.7663,90
22.21799,3.76693,90
22.22632,3.76753,90
22.23465,3.76814,90
22.24299,3.76883,90
22.25132,3.76935,90
22.25966,3.77004,90
22.26799,3.77055,90
22.27632,3.77123,90
22.28466,3.77172,90
22.29299,3.77249,90
22.30132,3.77311,90
22.30966,3.77374,91
22.31799,3.7744,91
22.32632,3.77505,91
22.33466,3.77558,91
22.34299,3.77622,91
22.35132,3.77684,91
22.35966,3.77748,91
22.36799,3.77817,91
22.37632,3.77871,91
22.38466,3.77937,91
22.39299,3.77994,91
22.40132,3.78057,91
22.40966,3.78127,91
22.41799,3.78182,91
22.42632,3.78249,91
22.43466,3.78316,91
22.44299,3.78375,91
22.45132,3.78442,91
22.45966,3.78492,91
22.46799,3.78556,91
22.47632,3.78619,91
22.48466,3.78696,91
22.49299,3.78757,91
22.50132,3.78816,91
22.50966,3.78878,91
22.51799,3.78947,91
22.52632,3.79007,91
22.53466,3.79061,91
22.54299,3.79137,91
22.55132,3.79198,91
22.55966,3.79258,91
22.56799,3.79321,92
22.57632,3.79383,92
22.58466,3.79448,92
22.59299,3.79515,92
22.60132,3.79572,92
22.60966,3.79641,92
22.61799,3.79695,92
22.62632,3.7977,92
22.63466,3.79827,92
22.64299,3.79903,92
22.65132,3.79972,92
22.65966,3.80043,92
22.66799,3.80096,92
22.67632,3.80163,92
22.68466,3.80228,92
22.69299,3.80292,92
22.70132,3.80364,92
22.70966,3.8043,92
22.71799,3.80499,92
22.72632,3.80573,92
22.73466,3.80631,92
22.74299,3.80692,92
22.75132,3.80766,92
22.75966,3.80831,92
22.76799,3.80901,92
22.77633,3.80976,92
22.78466,3.81032,92
22.79299,3.81102,92
22.80133,3.81179,92
22.80966,3.81231,92
22.81799,3.81304,92
22.82633,3.81384,93
22.83466,3.81445,93
22.84299,3.81515,93
22.85133,3.81588,93
22.85966,3.81667,93
22.86799,3.81723,93
22.87633,3.81794,93
22.88466,3.81873,93
22.89299,3.81942,93
22.90133,3.82012,93
22.90966,3.82083,93
22.91799,3.82155,93
22.92633,3.82238,93
22.93466,3.82301,93
22.94299,3.8235,93
22.95133,3.82432,93
22.95966,3.82509,93
22.96799,3.8258,93
22.97633,3.82641,93
22.98466,3.82717,93
22.99299,3.8279,93
23.00133,3.82858,93
23.00966,3.82935,93
23.01799,3.83006,93
23.02633,3.83082,93
23.03466,3.8315,93
23.04299,3.83228,93
23.05133,3.83293,93
23.05966,3.83385,93
23.06799,3.83444,93
23.07633,3.83511,94
23.08466,3.83601,94
23.09299,3.83657,94
23.10133,3.83752,94
23.10966,3.83816,94
23.11799,3.83899,94
23.12633,3.83957,94
23.13466,3.84053,94
23.14299,3.84119,94
23.15133,3.8418,94
23.15966,3.84257,94
23.16799,3.84346,94
23.17633,3.84422,94
23.18466,3.84493,94
23.19299,3.84572,94
23.20133,3.84652,94
23.20966,3.84727,94
23.21799,3.84803,94
23.22633,3.84877,94
23.23466,3.84956,94
23.24299,3.85037,94
23.25133,3.85117,94
23.25966,3.85198,94
23.26799,3.85268,94
23.27633,3.85343,94
23.28466,3.85419,94
23.293,3.85494,94
23.30133,3.85563,94
23.30966,3.85642,94
23.318,3.85721,94
23.32633,3.85801,94
23.33466,3.85869,95
23.343,3.85954,95
23.35133,3.8603,95
23.35966,3.86116,95
23.368,3.86182,95
23.37633,3.86264,95
23.38466,3.86352,95
23.393,3.86429,95
23.40133,3.86501,95
23.40966,3.86591,95
23.418,3.86657,95
23.42633,3.8674,95
23.43466,3.86811,95
23.443,3.8689,95
23.45133,3.8698,95
23.45966,3.87056,95
23.468,3.87134,95
23.47633,3.87213,95
23.48466,3.87291,95
23.493,3.8737,95
23.50133,3.87451,95
23.50966,3.87529,95
23.518,3.87609,95
23.52633,3.87686,95
23.53466,3.87755,95
23.543,3.87842,95
23.55133,3.87927,95
23.55966,3.88003,95
23.568,3.88092,95
23.57633,3.88158,95
23.58466,3.88253,96
23.593,3.88327,96
23.60133,3.88393,96
23.60966,3.88476,96
23.618,3.88563,96
23.62633,3.88644,96
23.63466,3.88724,96
23.643,3.88797,96
23.65133,3.88882,96
23.65966,3.88949,96
23.668,3.89037,96
23.67633,3.89117,96
23.68466,3.892,96
23.693,3.89281,96
23.70133,3.89352,96
23.70966,3.89423,96
23.718,3.89516,96
23.72633,3.89587,96
23.73466,3.89677,96
23.743,3.89759,96
23.75133,3.89845,96
23.75966,3.89907,96
23.768,3.89999,96
23.77633,3.90076,96
23.78466,3.90152,96
23.793,3.90231,96
23.80133,3.90308,96
23.80967,3.90403,96
23.818,3.90483,96
23.82633,3.90559,96
23.83467,3.90633,96
23.843,3.90718,97
23.85133,3.90798,97
23.85967,3.90882,97
23.868,3.90956,97
23.87633,3.91042,97
23.88467,3.91117,97
23.893,3.91196,97
23.90133,3.91276,97
23.90967,3.91368,97
23.918,3.9144,97
23.92633,3.91517,97
23.93467,3.91607,97
23.943,3.91699,97
23.95133,3.91759,97
23.95967,3.91849,97
23.968,3.91937,97
23.97633,3.92002,97
23.98467,3.92093,97
23.993,3.92173,97
24.00133,3.92244,97
24.00967,3.92321,97
24.018,3.92424,97
24.02633,3.92508,97
24.03467,3.92574,97
24.043,3.9265,97
24.05133,3.92734,97
24.05967,3.9282,97
24.068,3.92902,97
24.07633,3.92981,97
24.08467,3.93068,97
24.093,3.93157,97
24.10133,3.93234,98
24.10967,3.93324,98
24.118,3.93398,98
24.12633,3.93485,98
24.13467,3.93567,98
24.143,3.93636,98
24.15133,3.93733,98
24.15967,3.93808,98
24.168,3.93898,98
24.17633,3.9397,98
24.18467,3.94046,98
24.193,3.94141,98
24.20133,3.9423,98
24.20967,3.94301,98
24.218,3.94389,98
24.22633,3.94471,98
24.23467,3.94558,98
24.243,3.94648,98
24.25133,3.94728,98
24.25967,3.94816,98
24.268,3.94887,98
24.27633,3.94983,98
24.28467,3.95064,98
24.293,3.95142,98
24.30133,3.95231,98
24.30967,3.95305,98
24.318,3.95398,98
24.32634,3.95496,98
24.33467,3.95563,98
24.343,3.95661,98
24.35134,3.95735,99
24.35967,3.95823,99
24.368,3.95909,99
24.37634,3.96004,99
24.38467,3.96064,99
24.393,3.9616,99
24.40134,3.96261,99
24.40967,3.96339,99
24.418,3.96433,99
24.42634,3.96502,99
24.43467,3.966,99
24.443,3.9669,99
24.45134,3.96779,99
24.45967,3.96863,99
24.468,3.96947,99
24.47634,3.97033,99
24.48467,3.9712,99
24.493,3.97208,99
24.50134,3.97295,99
24.50967,3.97385,99
24.518,3.97467,99
24.52634,3.97555,99
24.53467,3.97641,99
24.543,3.97728,99
24.55134,3.97814,99
24.55967,3.97902,99
24.568,3.98003,99
24.57634,3.98091,99
24.58467,3.98176,99
24.593,3.98276,99
24.60134,3.98353,99
24.60967,3.98445,100
24.618,3.9853,100
24.62634,3.98628,100
24.63467,3.98705,100
24.643,3.98807,100
24.65134,3.98888,100
24.65967,3.98976,100
24.668,3.99068,100
24.67634,3.99163,100
24.68467,3.99256,100
24.693,3.99349,100
24.70134,3.99434,100
24.70967,3.99529,100
24.718,3.99617,100
24.72634,3.99719,100
24.73467,3.99814,100
24.743,3.99907,100
24.75134,3.9998,100
24.75967,4.00079,100
24.768,4.00166,100
24.77634,4.00263,100
24.78467,4.00355,100
24.793,4.0044,100
24.80134,4.00543,100
24.80967,4.00632,100
24.818,4.00728,100
24.82634,4.00826,100
24.83467,4.00912,100
24.84301,4.0101,100
24.85134,4.01099,100
24.85967,4.01193,100
24.86801,4.01295,101
24.87634,4.01379,101
24.88467,4.01487,101
24.89301,4.0158,101
24.90134,4.01678,101
24.90967,4.01766,101
24.91801,4.01874,101
24.92634,4.01948,101
24.93467,4.02071,101
24.94301,4.02153,101
24.95134,4.02247,101
24.95967,4.02347,101
24.96801,4.02432,101
24.97634,4.02534,101
24.98467,4.02644,101
24.99301,4.02733,101
25.00134,4.02834,101
25.00967,4.02922,101
25.01801,4.03031,101
25.02634,4.03128,101
25.03467,4.03221,101
25.04301,4.03325,101
25.05134,4.03421,101
25.05967,4.03515,101
25.06801,4.03604,101
25.07634,4.03716,101
25.08467,4.03803,101
25.09301,4.03905,101
25.10134,4.04012,101
25.10967,4.04097,101
25.11801,4.04202,102
25.12634,4.04303,102
25.13467,4.04401,102
25.14301,4.04524,102
25.15134,4.0462,102
25.15967,4.04702,102
25.16801,4.04807,102
25.17634,4.04913,102
25.18467,4.05024,102
25.19301,4.05125,102
25.20134,4.0522,102
25.20967,4.05326,102
25.21801,4.0544,102
25.22634,4.05525,102
25.23467,4.05618,102
25.24301,4.05738,102
25.25134,4.05831,102
25.25967,4.0595,102
25.26801,4.0604,102
25.27634,4.06152,102
25.28467,4.06247,102
25.29301,4.06351,102
25.30134,4.06449,102
25.30967,4.06567,102
25.31801,4.06664,102
25.32634,4.06774,102
25.33467,4.06878,102
25.34301,4.06972,102
25.35134,4.07091,102
25.35968,4.07197,102
25.36801,4.07304,102
25.37634,4.07398,103
25.38468,4.07514,103
25.39301,4.07619,103
25.40134,4.07727,103
25.40968,4.07852,103
25.41801,4.07942,103
25.42634,4.08056,103
25.43468,4.08161,103
25.44301,4.08271,103
25.45134,4.08379,103
25.45968,4.08486,103
25.46801,4.08589,103
25.47634,4.08708,103
25.48468,4.08809,103
25.49301,4.08927,103
25.50134,4.09034,103
25.50968,4.09139,103
25.51801,4.09252,103
25.52634,4.09357,103
25.53468,4.09483,103
25.54301,4.0959,103
25.55134,4.09699,103
25.55968,4.09802,103
25.56801,4.09919,103
25.57634,4.10047,103
25.58468,4.10147,103
25.59301,4.10256,103
25.60134,4.10369,103
25.60968,4.10477,103
25.61801,4.10587,103
25.62634,4.10702,104
25.63468,4.10814,104
25.64301,4.10921,104
25.65134,4.11046,104
25.65968,4.11156,104
25.66801,4.11274,104
25.67634,4.11383,104
25.68468,4.11497,104
25.69301,4.1162,104
25.70134,4.11733,104
25.70968,4.11864,104
25.71801,4.11963,104
25.72634,4.12071,104
25.73468,4.1219,104
25.74301,4.12317,104
25.75134,4.12432,104
25.75968,4.12547,104
25.76801,4.12658,104
25.77634,4.12786,104
25.78468,4.12901,104
25.79301,4.13022,104
25.80134,4.13133,104
25.80968,4.13251,104
25.81801,4.13357,104
25.82634,4.13485,104
25.83468,4.13611,104
25.84301,4.1372,104
25.85134,4.13846,104
25.85968,4.13966,104
25.86801,4.14088,104
25.87635,4.14208,104
25.88468,4.14331,105
25.89301,4.14444,105
25.90135,4.14569,105
25.90968,4.14703,105
25.91801,4.14808,105
25.92635,4.14929,105
25.93468,4.15046,105
25.94301,4.1517,105
25.95135,4.15289,105
25.95968,4.15415,105
25.96801,4.15549,105
25.97635,4.15673,105
25.98468,4.15791,105
25.99301,4.15907,105
26.00135,4.16023,105
26.00968,4.16141,105
26.01801,4.16287,105
26.02635,4.16407,105
26.03468,4.1652,105
26.04301,4.16632,105
26.05135,4.16766,105
26.05968,4.16892,105
26.06801,4.1701,105
26.07635,4.17148,105
26.08468,4.17252,105
26.09301,4.17383,105
26.10135,4.17503,105
26.10968,4.17631,105
26.11801,4.17769,105
26.12635,4.17886,105
26.13468,4.18013,105
26.14301,4.18133,106
26.15135,4.1826,106
26.15968,4.18382,106
26.16801,4.18512,106
26.17635,4.18646,106
26.18468,4.18763,106
26.19301,4.18886,106
26.20135,4.19009,106
26.20968,4.19139,106
26.21801,4.19266,106
26.22635,4.19398,106
26.23468,4.1953,106
26.24301,4.19653,106
26.25135,4.19788,106
26.25968,4.19905,106
26.26801,4.20036,106
26.27635,4.20167,106
26.28468,4.20292,106
26.29301,4.2042,106
26.30135,4.20558,106
26.30968,4.20686,106
26.31801,4.20821,106
26.32635,4.20935,106
26.33468,4.21064,106
26.34301,4.21195,106
26.35135,4.2132,106
26.35968,4.21453,106
26.36801,4.21584,106
26.37635,4.21712,106
26.38468,4.21837,106
26.39302,4.21963,107
26.40135,4.22099,107
26.40968,4.22243,107
26.41802,4.22357,107
26.42635,4.22491,107
26.43468,4.22605,107
26.44302,4.22742,107
26.45135,4.22882,107
26.45968,4.22993,107
26.46802,4.23133,107
26.47635,4.23256,107
26.48468,4.2339,107
26.49302,4.23528,107
26.50135,4.23643,107
26.50968,4.2378,107
26.51802,4.23897,107
26.52635,4.2404,107
26.53468,4.24157,107
26.54302,4.24291,107
26.55135,4.24421,107
26.55968,4.24551,107
26.56802,4.2466,107
26.57635,4.24818,107
26.58468,4.24926,107
26.59302,4.25062,107
26.60135,4.25194,107
26.60968,4.25327,107
26.61802,4.25456,107
26.62635,4.2558,107
26.63468,4.25729,107
26.64302,4.25843,107
26.65135,4.2597,108
26.65968,4.26105,108
26.66802,4.26236,108
26.67635,4.26373,108
26.68468,4.26499,108
26.69302,4.26616,108
26.70135,4.26748,108
26.70968,4.2689,108
26.71802,4.27013,108
26.72635,4.27141,108
26.73468,4.27274,108
26.74302,4.274,108
26.75135,4.27534,108
26.75968,4.27665,108
26.76802,4.27798,108
26.77635,4.27937,108
26.78468,4.28053,108
26.79302,4.28178,108
26.80135,4.28312,108
26.80968,4.28435,108
26.81802,4.28567,108
26.82635,4.28702,108
26.83468,4.28833,108
26.84302,4.28956,108
26.85135,4.29095,108
26.85968,4.29219,108
26.86802,4.29343,108
26.87635,4.29467,108
26.88468,4.29595,108
26.89302,4.29728,108
26.90135,4.29865,109
26.90969,4.29978,109
26.91802,4.30124,109
26.92635,4.30252,109
26.93469,4.30371,109
26.94302,4.30501,109
26.95135,4.3063,109
26.95969,4.30767,109
26.96802,4.30899,109
26.97635,4.31025,109
26.98469,4.31149,109
26.99302,4.3128,109
27.00135,4.31412,109
27.00969,4.31555,109
27.01802,4.31669,109
27.02635,4.31799,109
27.03469,4.31922,109
27.04302,4.32055,109
27.05135,4.32183,109
27.05969,4.32313,109
27.06802,4.32447,109
27.07635,4.3257,109
27.08469,4.32698,109
27.09302,4.32827,109
27.10135,4.32957,109
27.10969,4.33094,109
27.11802,4.33216,109
27.12635,4.3335,109
27.13469,4.33471,109
27.14302,4.33603,109
27.15135,4.33727,109
27.15969,4.33863,110
27.16802,4.33999,110
27.17635,4.3412,110
27.18469,4.3425,110
27.19302,4.34378,110
27.20135,4.34505,110
27.20969,4.34631,110
27.21802,4.34785,110
27.22635,4.349,110
27.23469,4.35037,110
27.24302,4.35167,110
27.25135,4.35303,110
27.25969,4.35421,110
27.26802,4.3555,110
27.27635,4.3569,110
27.28469,4.3582,110
27.29302,4.35952,110
27.30135,4.36069,110
27.30969,4.36212,110
27.31802,4.3634,110
27.32635,4.36465,110
27.33469,4.36579,110
27.34302,4.3672,110
27.35135,4.3684,110
27.35969,4.36967,110
27.36802,4.37111,110
27.37635,4.3723,110
27.38469,4.37351,110
27.39302,4.3748,110
27.40135,4.37634,110
27.40969,4.37743,110
27.41802,4.37881,111
27.42636,4.38012,111
27.43469,4.38139,111
27.44302,4.38263,111
27.45136,4.38389,111
27.45969,4.38508,111
27.46802,4.38636,111
27.47636,4.38793,111
27.48469,4.38906,111
27.49302,4.39038,111
27.50136,4.39171,111
27.50969,4.39298,111
27.51802,4.39429,111
27.52636,4.39558,111
27.53469,4.39681,111
27.54302,4.39817,111
27.55136,4.39941,111
27.55969,4.40075,111
27.56802,4.40206,111
27.57636,4.40335,111
27.58469,4.40473,111
27.59302,4.40583,111
27.60136,4.40725,111
27.60969,4.40845,111
27.61802,4.40967,111
27.62636,4.41108,111
27.63469,4.41233,111
27.64302,4.41374,111
27.65136,4.41503,111
27.65969,4.41629,111
27.66802,4.41759,112
27.67636,4.41887,112
27.68469,4.42018,112
27.69302,4.42151,112
27.70136,4.42284,112
27.70969,4.42417,112
27.71802,4.42547,112
27.72636,4.42686,112
27.73469,4.42819,112
27.74302,4.42952,112
27.75136,4.43083,112
27.75969,4.43225,112
27.76802,4.43351,112
27.77636,4.43482,112
27.78469,4.43621,112
27.79302,4.43755,112
27.80136,4.43878,112
27.80969,4.44012,112
27.81802,4.44139,112
27.82636,4.44278,112
27.83469,4.44409,112
27.84302,4.4455,112
27.85136,4.4468,112
27.85969,4.44814,112
27.86802,4.44957,112
27.87636,4.45092,112
27.88469,4.45237,112
27.89302,4.45368,112
27.90136,4.45506,112
27.90969,4.45644,112
27.91802,4.45763,112
27.92636,4.45912,113
27.93469,4.46036,113
27.94303,4.46176,113
27.95136,4.4632,113
27.95969,4.46449,113
27.96803,4.46579,113
27.97636,4.46726,113
27.98469,4.46862,113
27.99303,4.47006,113
28.00136,4.4714,113
28.00969,4.47277,113
28.01803,4.47408,113
28.02636,4.47561,113
28.03469,4.47711,113
28.04303,4.47856,113
28.05136,4.47995,113
28.05969,4.48124,113
28.06803,4.48271,113
28.07636,4.48395,113
28.08469,4.4855,113
28.09303,4.48683,113
28.10136,4.4882,113
28.10969,4.48961,113
28.11803,4.49101,113
28.12636,4.49252,113
28.13469,4.49374,113
28.14303,4.49522,113
28.15136,4.49664,113
28.15969,4.49813,113
28.16335,4.49871,113
